Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
201300045116,0,7,0,0.0,2.0,1.0,0.0,B01
201300014369,0,10,0,0.0,2.0,1.0,2.0,A01
201300014422,0,7,0,0.0,2.0,3.0,15.0,A01
201300035041,0,10,0,0.0,2.0,2.0,1.0,B01
201300047320,0,7,0,0.0,0.0,9.0,2.0,A01
201300004402,0,1,0,0.0,2.0,3.0,24.0,B02
201300007565,0,33,0,0.0,5.0,1.0,1.0,A01
201300018119,0,1,0,0.0,2.0,1.0,13.0,B02
201300024593,0,10,0,16.0,0.0,0.0,21.0,A01
201300005331,0,7,0,0.0,2.0,3.0,13.0,A01
201300034039,0,7,0,0.0,2.0,3.0,15.0,A01
201300034670,0,33,0,0.0,2.0,1.0,1.0,B01
201300049332,0,7,0,0.0,2.0,2.0,21.0,B01
201300042705,0,7,0,0.0,0.0,4.0,2.0,C01
201300013934,0,7,0,0.0,2.0,3.0,1.0,B01
201300037992,0,30,0,8.0,0.0,1.0,0.0,A01
201300011881,0,10,0,3.0,0.0,1.0,2.0,A01
201300055655,0,7,0,0.0,2.0,1.0,1.0,B01
201300013669,0,7,0,0.0,2.0,2.0,1.0,B01
201300048108,0,10,0,0.0,2.0,7.0,13.0,B01
201300011791,0,15,0,9.0,0.0,1.0,2.0,A01
201300055934,0,1,0,0.0,0.0,8.0,19.0,B01
201300015009,0,10,0,0.0,2.0,4.0,23.0,B01
201300006573,0,7,0,0.0,2.0,2.0,19.0,A01
201300028661,0,37,25,0.0,2.0,1.0,1.0,B01
201300050149,0,7,0,0.0,2.0,4.0,0.0,B01
201300053718,0,7,0,0.0,2.0,4.0,23.0,B01
201300041375,0,33,0,0.0,2.0,1.0,21.0,B01
201300056552,0,31,0,0.0,2.0,1.0,2.0,A01
201300023466,0,7,0,1.0,0.0,4.0,1.0,B01
201300028397,0,7,0,0.0,2.0,4.0,1.0,B01
201300050877,0,31,0,0.0,1.0,2.0,5.0,A01
201300055415,0,33,0,0.0,2.0,1.0,7.0,A01
201300021710,0,10,0,0.0,1.0,1.0,2.0,C03
201300044382,0,7,0,0.0,1.0,2.0,1.0,A01
201300023291,0,17,0,0.0,0.0,4.0,2.0,C03
201300014846,0,30,0,0.0,2.0,1.0,0.0,A01
201300025319,0,7,0,0.0,2.0,6.0,2.0,B01
201300048879,0,7,0,0.0,2.0,1.0,2.0,A01
201300047247,0,31,0,0.0,0.0,0.0,0.0,A01
201300023088,0,7,0,0.0,0.0,0.0,0.0,B01
201300000960,0,33,0,0.0,2.0,7.0,1.0,B02
201300023708,0,1,0,0.0,0.0,3.0,1.0,B01
201300030828,0,30,0,0.0,1.0,1.0,0.0,A01
201300014783,0,7,0,12.0,0.0,9.0,20.0,A01
201300034975,0,37,56,0.0,0.0,3.0,1.0,B01
201300015927,0,7,0,0.0,2.0,1.0,15.0,B01
201300003922,0,14,0,0.0,2.0,3.0,13.0,A02
201300057872,0,7,0,0.0,0.0,3.0,0.0,A01
201300014558,0,2,0,0.0,0.0,0.0,0.0,A01
201300017514,0,7,0,3.0,2.0,2.0,1.0,A01
201300034308,0,7,0,0.0,1.0,0.0,2.0,A01
201300018578,0,15,0,0.0,2.0,3.0,13.0,A01
201300027402,0,7,0,0.0,1.0,8.0,1.0,A01
201300030311,0,7,0,0.0,2.0,0.0,15.0,A01
201300001053,0,3,0,2.0,0.0,3.0,13.0,A01
201300036328,0,7,0,13.0,0.0,7.0,1.0,A01
201300041380,2,7,0,0.0,0.0,0.0,2.0,Z01
201300012713,0,7,0,0.0,2.0,3.0,1.0,B02
201300053397,0,2,0,8.0,2.0,3.0,1.0,A01
201300054091,0,33,0,0.0,2.0,1.0,1.0,B01
201300019131,0,33,0,0.0,0.0,0.0,1.0,A01
201300056162,0,7,0,0.0,2.0,7.0,23.0,C01
201300018195,0,7,0,0.0,2.0,1.0,1.0,B02
201300032423,0,7,0,0.0,2.0,3.0,15.0,A01
201300041490,0,7,0,6.0,0.0,2.0,0.0,A01
201300034479,0,7,0,0.0,1.0,2.0,1.0,A01
201300046548,0,7,0,0.0,2.0,6.0,2.0,A01
201300020761,0,7,0,0.0,2.0,3.0,1.0,B01
201300023240,0,17,0,0.0,0.0,4.0,24.0,B02
201300005062,0,10,0,0.0,2.0,7.0,15.0,A01
201300037048,0,7,0,0.0,2.0,1.0,1.0,A01
201300011972,0,7,0,14.0,0.0,3.0,1.0,A01
201300005978,0,7,0,1.0,0.0,1.0,1.0,A01
201300048886,0,15,0,0.0,2.0,3.0,2.0,A01
201300042263,0,1,0,0.0,2.0,1.0,1.0,B01
201300004814,0,7,0,0.0,2.0,3.0,1.0,A01
201300046841,0,7,0,0.0,0.0,4.0,2.0,B01
201300045624,0,7,0,0.0,2.0,4.0,2.0,B01
201300057521,0,7,0,0.0,2.0,9.0,2.0,C01
201300035478,0,7,0,0.0,0.0,1.0,2.0,A01
201300052567,0,7,0,0.0,2.0,1.0,1.0,A01
201300032860,0,7,0,0.0,2.0,2.0,14.0,A01
201300055266,0,7,0,0.0,2.0,5.0,16.0,A01
201300053648,0,1,0,0.0,2.0,1.0,1.0,B01
201300016915,0,7,0,0.0,1.0,1.0,20.0,A01
201300056878,0,7,0,0.0,2.0,8.0,1.0,B02
201300001560,0,7,0,0.0,2.0,2.0,1.0,B01
201300050211,0,7,0,0.0,1.0,2.0,1.0,A01
201300020570,0,33,0,0.0,0.0,8.0,1.0,A01
201300018315,0,7,0,6.0,0.0,2.0,14.0,A01
201300034696,0,7,0,0.0,0.0,4.0,2.0,B01
201300028234,0,7,0,0.0,2.0,4.0,2.0,C01
201300001396,0,7,0,0.0,2.0,1.0,1.0,A01
201300005704,0,7,0,0.0,2.0,1.0,1.0,B02
201300037849,0,7,0,0.0,2.0,8.0,10.0,A01
201300007197,0,33,0,0.0,2.0,1.0,13.0,B02
201300030489,0,7,0,0.0,2.0,1.0,1.0,A01
201300018989,0,7,0,0.0,2.0,3.0,1.0,A01
201300006039,0,7,0,0.0,2.0,2.0,2.0,A01
201300037391,0,7,0,0.0,1.0,2.0,1.0,A01
201300035715,0,33,0,0.0,0.0,0.0,1.0,B01
201300056218,0,33,0,0.0,2.0,5.0,1.0,A01
201300042580,1,7,0,0.0,0.0,0.0,0.0,Z01
201300057101,0,7,0,0.0,1.0,3.0,17.0,A01
201300058318,0,7,0,3.0,0.0,2.0,14.0,A01
201300016313,0,7,0,0.0,0.0,6.0,1.0,B01
201300031806,0,7,0,0.0,2.0,8.0,1.0,B01
201300030313,0,7,0,0.0,2.0,1.0,2.0,A01
201300032954,0,7,0,0.0,2.0,4.0,1.0,B01
201300034556,1,7,0,0.0,1.0,0.0,0.0,A01
201300028647,0,7,0,0.0,2.0,2.0,1.0,A01
201300045335,0,7,0,0.0,2.0,4.0,2.0,B01
201300013633,0,7,0,0.0,2.0,1.0,1.0,A01
201300030176,0,30,0,0.0,2.0,1.0,1.0,B01
201300042342,0,7,0,0.0,2.0,8.0,11.0,A01
201300051229,0,7,0,14.0,2.0,1.0,1.0,A01
201300001492,0,7,0,0.0,2.0,8.0,10.0,B01
201300019034,0,14,0,13.0,0.0,1.0,1.0,A01
201300056023,0,1,0,0.0,2.0,3.0,7.0,B01
201300017948,0,10,0,0.0,2.0,2.0,17.0,B02
201300031201,0,7,0,0.0,2.0,1.0,1.0,B01
201300000510,0,7,0,0.0,2.0,3.0,15.0,A01
201300019325,0,7,0,0.0,2.0,1.0,2.0,A01
201300032242,0,3,0,4.0,0.0,1.0,1.0,A01
201300056635,0,7,0,0.0,2.0,1.0,1.0,A01
201300050427,0,32,0,0.0,1.0,5.0,1.0,A01
201300028644,0,1,0,0.0,2.0,8.0,1.0,B01
201300056562,0,7,0,0.0,2.0,6.0,11.0,A01
201300001836,0,1,0,0.0,2.0,1.0,19.0,B02
201300040695,0,7,0,0.0,0.0,4.0,23.0,B01
201300015558,0,30,0,0.0,2.0,1.0,1.0,B01
201300037278,0,7,0,0.0,2.0,1.0,1.0,B01
201300046392,0,33,0,0.0,2.0,7.0,0.0,A01
201300045006,0,7,0,0.0,2.0,2.0,1.0,B01
201300032243,0,7,0,6.0,0.0,1.0,6.0,A01
201300034245,0,7,0,0.0,1.0,3.0,15.0,A01
201300022249,0,7,0,0.0,2.0,1.0,1.0,A01
201300024343,0,7,0,0.0,1.0,3.0,15.0,A01
201300010560,1,10,0,0.0,2.0,1.0,1.0,Z01
201300044654,0,7,0,0.0,1.0,0.0,0.0,A01
201300018451,0,33,0,0.0,2.0,0.0,17.0,A01
201300027313,0,7,0,0.0,1.0,1.0,1.0,A01
201300046493,0,7,0,0.0,2.0,9.0,1.0,A01
201300055257,0,2,0,0.0,2.0,1.0,17.0,B01
201300002672,0,7,0,0.0,2.0,8.0,1.0,A01
201300041707,0,7,0,0.0,1.0,4.0,4.0,A01
201300019740,0,7,0,0.0,2.0,1.0,0.0,C03
201300030836,0,7,0,0.0,2.0,4.0,0.0,B01
201300051992,0,7,0,14.0,2.0,3.0,13.0,A01
201300024255,0,7,0,0.0,1.0,4.0,4.0,A01
201300056081,0,14,0,0.0,2.0,2.0,1.0,A01
201300038594,0,7,0,0.0,1.0,2.0,15.0,A01
201300004737,0,7,0,0.0,0.0,3.0,9.0,A01
201300058330,0,7,0,8.0,0.0,1.0,14.0,A01
