Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep
200500069468,5,10,13,1610,1,2,1,1,2,44.0,"0, LACARRIERE (R)",,,,940
200500010668,5,2,12,645,3,1,1,6,6,254.0,,M,4866200.0,-333600.0,220
200500025233,5,5,7,1415,1,1,1,1,6,166.0,,M,4514700.0,82700.0,240
200500070818,5,11,10,1430,1,1,1,1,3,369.0,,M,0.0,0.0,330
200500073515,5,11,29,1130,1,2,2,1,6,39.0,RUE LEON GAMBETTA,,,,330
200500047013,5,7,8,1455,1,2,1,8,2,50.0,SOUFFLOT J-GERMAIN BOULE,,,,920
200500053723,5,8,29,1400,1,1,1,1,3,10.0,AUTOROUTE A86,,,,930
200500014732,5,3,23,115,5,2,1,1,6,37.0,"39, PAINLEVE ( AVENUE PA",,,,240
200500072387,5,11,4,915,1,2,1,1,6,29.0,CARNOT (BOULEVARD),,,,60
200500008093,5,2,24,1720,1,2,1,4,6,129.0,ABBAYE (RUE DE L'),,,,500
200500051198,5,8,3,1110,1,2,1,1,5,529.0,"22, OCEAN (BD DE L')",,,,330
200500035607,5,6,28,1845,1,2,2,1,3,8.0,R DE LISBONNE R DU GENER,,,,750
200500071511,5,11,11,1045,1,1,1,8,1,361.0,,M,0.0,0.0,80
200500081219,5,12,12,650,5,2,2,1,6,218.0,"83, BERGSON A PARTIR N°",,,,420
200500067417,5,10,28,1110,1,1,1,1,4,462.0,RD 424,,,,670
200500043690,5,7,12,1950,1,2,1,7,3,5.0,CD 2 (CAMP MAJOR),,,,130
200500039656,5,6,26,1700,1,1,1,1,1,42.0,,M,4456900.0,350100.0,480
200500054514,5,9,20,1715,1,1,1,1,7,227.0,,M,0.0,0.0,330
200500055626,5,9,8,1715,1,1,1,1,1,50.0,,M,0.0,0.0,840
200500038498,5,6,24,1845,1,2,1,1,1,300.0,rue causseroux,M,4437200.0,203200.0,120
200500076317,5,11,2,840,1,2,1,2,2,24.0,"100, GENERAL LECLERC (RU",,,,920
200500079546,5,12,22,1815,3,1,1,1,6,934.0,,M,0.0,0.0,201
200500034785,5,6,10,1243,1,2,3,1,3,204.0,"00, REPUBLIQUE (RUE DE L",,,,670
200500061039,5,9,7,1313,1,2,1,1,6,12.0,"263, JEAN JAURES (BOULEV",,,,920
200500001453,5,1,26,1845,5,2,1,1,6,130.0,4 RUE REPUBLIQUE,M,0.0,0.0,830
200500039341,5,6,25,1045,1,1,1,1,3,173.0,,M,4726000.0,672000.0,250
200500066306,5,10,13,1150,1,2,1,1,6,288.0,"6, RUELLAN (SIX FRERES)",,,,350
200500069598,5,10,24,845,1,2,1,1,3,80.0,"29, REPUBLIQUE (AV DE LA",,,,940
200500066494,5,10,28,1000,1,2,1,1,3,218.0,"11, DAGUERRE",,,,420
200500063834,5,10,1,445,3,1,1,1,2,652.0,,M,4721100.0,462500.0,210
200500048187,5,8,22,730,1,1,1,7,6,278.0,,M,4917600.0,-56100.0,140
200500002821,5,1,12,1916,3,2,1,2,2,557.0,GRANDOU (AVENUE MICHEL),,,,240
200500009725,5,2,21,1025,1,2,3,1,6,50.0,"999999999, GUERRY EDMOND",,,,920
200500059135,5,9,19,2000,5,2,3,1,3,599.0,INGRES (RUE),,,,590
200500059771,5,9,6,1750,1,2,1,1,6,5.0,34 R MOUFFETARD,,,,750
200500004941,5,1,27,1905,5,2,2,3,1,16.0,AV VERSAILLES R AMIRAL C,,,,750
200500019264,5,4,26,1805,1,2,1,1,6,19.0,"., FOCH MARECHAL",,,,290
200500076470,5,11,18,905,1,2,1,1,7,73.0,"23, ROOSVELT (AVENUE FRA",,,,920
200500041252,5,7,19,1545,1,1,1,1,6,150.0,,M,4447200.0,23300.0,470
200500058136,5,9,22,2330,5,2,3,1,3,557.0,"0, PEYRETTE (CH DE LA)",,,,310
200500052579,5,8,13,40,5,2,5,1,3,9.0,R DU FG MONTMARTRE R DE,,,,750
200500063252,5,10,26,1325,1,1,1,1,1,462.0,"Lieu dit ""Le Clavari""",M,0.0,0.0,320
200500010902,5,2,5,430,3,1,1,1,3,95.0,,M,4442900.0,28800.0,470
200500003394,5,1,7,1200,1,2,1,1,3,169.0,"00, BUISSONNEES (RUE DES",,,,380
