Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep
201700059349,17,6,11,1115,1,2,1,1.0,1.0,231,RD7 - ANSE A L ANE,A,,,972
201700024413,17,5,14,955,1,1,1,1.0,6.0,27,RD 902,M,4486743.0,670983.0,50
201700024794,17,6,26,1740,1,2,1,1.0,4.0,555,"28, BD DE STRASBOURG",M,4360765.0,144691.0,310
201700018399,17,4,16,1210,1,1,1,1.0,7.0,282,PR 62 RD 438,M,4889294.0,40115.0,610
201700048149,17,11,28,1745,3,1,1,2.0,3.0,500,AUTOROUTE A15,M,4903840.0,208690.0,950
201700003804,17,1,11,715,5,2,1,9.0,6.0,31,RD 96,M,,,130
201700002785,17,9,30,1145,1,1,1,2.0,3.0,200,LA MURIERE - ROUTE DE MO,M,4657117.0,328265.0,30
201700022329,17,3,8,1725,1,2,3,2.0,3.0,231,CHICAGO (DE) (BOULEVARD),M,4730047.0,506011.0,210
201700041901,17,9,16,1730,1,2,3,1.0,2.0,14,MARCEL PAUL (ALLEE),,,,930
201700033110,17,2,21,1625,1,2,1,1.0,2.0,445,AV MARTYRS DU PONT LONG,M,4333903.0,-37980.0,640
201700007344,17,7,13,1039,1,1,1,1.0,3.0,66,N4,M,4869098.0,334282.0,770
201700021698,17,1,7,1850,5,2,1,1.0,3.0,54,Rue Georges Brassens,M,4316278.0,604141.0,830
201700050425,17,12,24,1650,2,2,1,1.0,7.0,34,"47, FORTS (DES)",M,4579270.0,483488.0,690
201700015020,17,6,20,1415,1,2,1,7.0,2.0,132,AVENUE JEAN BEALET,M,4817821.0,65877.0,720
201700002096,17,3,3,2000,5,1,3,6.0,5.0,32,Intersection RD1084 et C,M,4585892.0,513798.0,10
201700041328,17,3,2,2030,5,2,1,1.0,6.0,1,SCHAEFFER (RUE),,,,930
201700003105,17,7,9,1145,1,2,1,1.0,1.0,348,route de Bischoffsheim,M,4846891.0,748742.0,670
201700003900,17,2,7,1750,2,1,1,1.0,5.0,197,LIEU-DIT ST PIERRE,M,4377880.0,576823.0,40
201700046138,17,9,29,820,1,2,1,1.0,6.0,585,BD MAURICE RAVEL,M,4897540.0,238270.0,950
201700023598,17,2,16,1830,1,2,1,1.0,3.0,19,"64 bis, DROGOU COMMANDAN",M,4840485.0,-449529.0,290
201700031151,17,11,13,1719,3,2,3,1.0,3.0,283,WILSON (RUE DU PRESIDENT,M,4924790.0,615720.0,570
201700052423,17,7,28,400,3,1,1,1.0,2.0,5,A52-Sens Toulon vers Pon,M,,,130
201700041146,17,3,17,1655,1,2,1,1.0,6.0,22,"28, FRANCE (RUE ANATOLE)",,,,920
201700052735,17,3,5,1600,1,2,1,7.0,6.0,101,RUE JEAN JACQUES ROUSSEA,M,4886290.0,234136.0,750
201700038721,17,6,2,2200,2,2,1,1.0,2.0,223,"5, REPUBLIQUE (RUE DE LA",M,4843568.0,216202.0,910
201700034399,17,6,25,130,3,1,1,2.0,7.0,245,D191,M,5071006.0,200069.0,620
