Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
201600029746,1.0,1,0,0.0,2.0,0.0,0.0,A01
201600035142,2.0,30,0,0.0,2.0,1.0,1.0,B01
201600052663,1.0,7,0,0.0,1.0,2.0,16.0,A01
201600030615,0.0,7,0,0.0,2.0,3.0,15.0,A01
201600021142,1.0,2,0,0.0,2.0,5.0,1.0,B01
201600047504,2.0,7,0,3.0,0.0,1.0,1.0,A01
201600043644,0.0,33,0,0.0,2.0,1.0,1.0,B01
201600021141,2.0,7,0,0.0,0.0,0.0,0.0,A01
201600006182,1.0,7,0,0.0,0.0,0.0,2.0,C03
201600021811,2.0,7,0,2.0,0.0,1.0,15.0,A01
201600013192,0.0,7,0,0.0,2.0,1.0,1.0,A01
201600049907,1.0,7,0,0.0,0.0,1.0,0.0,A01
201600023072,1.0,7,0,0.0,2.0,4.0,1.0,D01
201600056272,1.0,7,0,0.0,2.0,8.0,0.0,A01
201600020339,2.0,33,0,0.0,0.0,7.0,1.0,A01
201600008013,0.0,7,0,0.0,2.0,3.0,1.0,B02
201600041935,0.0,7,0,0.0,2.0,1.0,1.0,B01
201600057482,1.0,7,0,0.0,2.0,5.0,23.0,C01
201600007562,2.0,33,0,13.0,0.0,1.0,1.0,A01
201600057814,0.0,10,0,0.0,0.0,1.0,1.0,A01
201600020593,2.0,7,0,0.0,2.0,3.0,9.0,A01
201600049188,1.0,2,0,0.0,2.0,2.0,0.0,B01
201600001068,2.0,7,0,0.0,2.0,1.0,15.0,B02
201600026046,1.0,31,0,0.0,2.0,4.0,1.0,B01
201600004872,2.0,7,0,1.0,0.0,1.0,13.0,A01
201600001340,1.0,7,0,0.0,2.0,1.0,5.0,A01
201600045810,2.0,7,0,0.0,2.0,5.0,2.0,B01
201600046346,2.0,7,0,4.0,0.0,1.0,11.0,A01
201600024558,0.0,2,0,1.0,0.0,1.0,0.0,A01
201600037639,0.0,33,0,0.0,2.0,1.0,1.0,B01
201600030302,0.0,99,0,0.0,2.0,0.0,9.0,Z01
201600056967,1.0,2,0,0.0,2.0,3.0,1.0,B01
201600050213,1.0,7,0,0.0,2.0,1.0,2.0,B01
201600019479,1.0,7,0,0.0,2.0,1.0,5.0,B02
201600052004,2.0,34,0,1.0,2.0,7.0,11.0,A01
201600044030,0.0,7,0,0.0,2.0,8.0,9.0,Z01
201600045766,2.0,7,0,0.0,2.0,4.0,2.0,D01
201600012424,0.0,1,0,0.0,2.0,1.0,19.0,B02
201600017237,2.0,1,0,0.0,2.0,8.0,2.0,B01
201600005356,1.0,7,0,0.0,2.0,7.0,1.0,A01
201600006852,2.0,1,0,0.0,2.0,1.0,2.0,A01
201600041694,0.0,7,0,0.0,2.0,4.0,2.0,A01
201600041259,1.0,7,0,0.0,2.0,1.0,19.0,A01
201600042005,1.0,7,0,0.0,2.0,9.0,1.0,D01
201600057221,2.0,7,0,0.0,2.0,6.0,1.0,C01
201600024708,0.0,7,0,0.0,1.0,7.0,1.0,A01
201600016652,2.0,7,0,3.0,0.0,2.0,1.0,A01
201600034010,0.0,7,0,0.0,2.0,7.0,19.0,A01
201600043509,2.0,31,0,0.0,2.0,8.0,1.0,B01
201600052959,2.0,7,0,0.0,2.0,1.0,1.0,B01
201600051060,2.0,7,0,0.0,2.0,1.0,2.0,B01
201600024744,1.0,7,0,0.0,2.0,4.0,1.0,B01
201600039039,0.0,7,0,0.0,2.0,3.0,9.0,A01
201600038064,1.0,7,0,0.0,1.0,1.0,1.0,A01
201600001930,0.0,33,0,0.0,2.0,1.0,1.0,A01
201600012695,2.0,2,0,0.0,1.0,1.0,1.0,A01
201600029780,1.0,7,0,0.0,2.0,5.0,15.0,A01
201600028411,0.0,1,0,0.0,2.0,0.0,0.0,A01
201600040192,0.0,7,0,6.0,0.0,1.0,20.0,A01
201600012144,0.0,7,0,0.0,2.0,3.0,17.0,B02
201600043828,1.0,7,0,0.0,2.0,1.0,1.0,A01
201600028408,2.0,7,0,0.0,1.0,3.0,15.0,A01
201600000551,0.0,7,0,0.0,2.0,8.0,15.0,A01
201600039841,0.0,7,0,0.0,1.0,1.0,20.0,A01
201600001052,0.0,7,0,0.0,2.0,3.0,1.0,A01
201600032143,0.0,30,0,0.0,2.0,2.0,1.0,A01
201600023201,1.0,33,0,0.0,2.0,8.0,1.0,B01
201600052787,2.0,1,0,0.0,2.0,1.0,1.0,B01
201600049177,0.0,7,0,0.0,0.0,0.0,0.0,A01
201600035145,1.0,33,0,0.0,2.0,1.0,17.0,A01
201600051845,2.0,14,0,0.0,1.0,1.0,16.0,A01
201600024840,1.0,7,0,0.0,2.0,1.0,0.0,B01
201600007399,2.0,2,0,0.0,2.0,4.0,21.0,A01
201600028680,1.0,10,0,0.0,2.0,1.0,1.0,C01
201600022717,0.0,7,0,0.0,2.0,9.0,15.0,A01
201600029802,0.0,14,0,0.0,2.0,2.0,15.0,A01
201600049385,2.0,7,0,0.0,0.0,0.0,0.0,B01
201600019497,1.0,7,0,0.0,2.0,1.0,13.0,A01
201600058729,1.0,7,0,0.0,2.0,6.0,2.0,B01
201600031073,1.0,7,0,0.0,2.0,3.0,1.0,B01
201600017615,0.0,7,0,0.0,2.0,0.0,19.0,A01
201600039200,0.0,2,0,0.0,0.0,7.0,1.0,A01
201600049734,1.0,14,0,0.0,0.0,0.0,18.0,A01
201600058929,1.0,1,0,0.0,2.0,3.0,19.0,A01
201600046379,1.0,10,0,4.0,0.0,1.0,1.0,A01
201600002159,2.0,7,0,0.0,0.0,1.0,0.0,B02
201600030244,1.0,10,0,0.0,2.0,1.0,15.0,A01
201600059282,1.0,7,0,0.0,2.0,0.0,15.0,A01
201600032381,0.0,7,0,0.0,2.0,1.0,1.0,Z01
201600001629,2.0,7,0,0.0,2.0,1.0,13.0,A01
201600013082,1.0,7,0,0.0,0.0,1.0,1.0,A01
201600037557,0.0,33,0,0.0,2.0,0.0,2.0,A01
201600043281,0.0,7,0,0.0,2.0,2.0,9.0,A01
201600042095,1.0,7,0,0.0,2.0,3.0,9.0,A01
201600023944,2.0,7,0,15.0,2.0,2.0,14.0,B01
201600033405,0.0,7,0,0.0,2.0,1.0,2.0,A01
201600036717,0.0,7,0,0.0,1.0,2.0,1.0,A01
201600009480,1.0,33,0,0.0,2.0,1.0,1.0,A01
201600028709,2.0,7,0,0.0,2.0,1.0,1.0,B01
201600056444,1.0,7,0,0.0,1.0,2.0,1.0,A01
201600010374,1.0,33,0,0.0,2.0,1.0,0.0,A01
201600011857,1.0,7,0,0.0,2.0,6.0,1.0,B02
201600013247,1.0,7,0,14.0,0.0,3.0,1.0,C03
201600058010,2.0,7,0,0.0,9.0,1.0,1.0,A01
201600052138,1.0,7,0,0.0,2.0,4.0,23.0,C01
201600009383,2.0,7,0,0.0,2.0,8.0,1.0,B02
201600025565,0.0,7,0,0.0,2.0,1.0,1.0,B01
201600022329,1.0,7,0,0.0,1.0,1.0,1.0,A01
201600021792,2.0,7,0,0.0,2.0,1.0,2.0,D04
201600052402,0.0,7,0,0.0,2.0,2.0,1.0,A01
201600021461,0.0,7,0,0.0,1.0,3.0,1.0,A01
201600053310,1.0,7,0,0.0,2.0,1.0,1.0,A01
201600038854,0.0,7,0,0.0,2.0,7.0,9.0,B01
201600026863,0.0,7,0,0.0,1.0,0.0,0.0,A01
201600001275,0.0,7,0,0.0,2.0,1.0,1.0,B02
201600049015,1.0,7,0,0.0,2.0,1.0,1.0,A01
201600049091,1.0,7,0,0.0,2.0,3.0,19.0,A01
201600045415,2.0,7,0,4.0,0.0,3.0,17.0,A01
201600054246,0.0,2,0,0.0,2.0,1.0,7.0,A01
201600016078,2.0,33,0,0.0,2.0,1.0,1.0,A01
201600046871,1.0,14,0,0.0,2.0,2.0,1.0,B01
201600027275,1.0,7,0,0.0,2.0,1.0,1.0,A01
201600006140,2.0,7,0,2.0,0.0,6.0,14.0,A01
201600038449,0.0,7,0,0.0,2.0,3.0,15.0,B01
201600020172,1.0,7,0,0.0,2.0,1.0,1.0,A01
201600022147,1.0,7,0,0.0,2.0,2.0,1.0,B01
201600008019,2.0,33,0,0.0,2.0,1.0,5.0,A01
201600002375,1.0,33,0,0.0,2.0,1.0,1.0,B02
201600024071,1.0,7,0,0.0,0.0,3.0,1.0,A01
201600031755,0.0,7,0,0.0,2.0,8.0,15.0,A01
201600016187,2.0,7,0,0.0,2.0,4.0,2.0,B01
201600017683,0.0,7,0,2.0,0.0,1.0,1.0,A01
201600032326,1.0,7,0,0.0,2.0,1.0,1.0,B01
201600059370,1.0,32,0,12.0,0.0,1.0,14.0,A01
201600019067,2.0,7,0,0.0,2.0,1.0,1.0,B02
201600056188,0.0,7,0,0.0,2.0,8.0,13.0,B01
201600051371,2.0,13,0,0.0,2.0,8.0,22.0,A01
201600036809,0.0,7,0,0.0,1.0,1.0,1.0,A01
201600043669,0.0,7,0,0.0,2.0,2.0,1.0,A01
201600000619,0.0,33,0,0.0,0.0,3.0,13.0,A01
201600022834,1.0,7,0,0.0,2.0,1.0,0.0,A01
201600018975,1.0,7,0,8.0,0.0,1.0,13.0,A01
201600011859,1.0,31,0,0.0,6.0,1.0,1.0,A01
201600038677,0.0,7,0,0.0,0.0,0.0,23.0,B01
201600019616,0.0,7,0,0.0,2.0,1.0,1.0,A01
201600046184,1.0,7,0,0.0,2.0,2.0,0.0,A01
201600016497,0.0,30,0,4.0,0.0,0.0,0.0,A01
201600020283,1.0,7,0,0.0,2.0,1.0,1.0,B02
201600032967,1.0,7,0,8.0,0.0,3.0,12.0,A01
201600018813,1.0,7,0,16.0,0.0,2.0,1.0,A01
201600034177,2.0,7,0,0.0,2.0,1.0,1.0,B01
201600036806,1.0,7,0,0.0,2.0,4.0,2.0,B01
201600021848,1.0,7,0,0.0,2.0,1.0,1.0,B01
201600006589,1.0,7,0,0.0,0.0,8.0,15.0,B02
201600036094,1.0,7,0,0.0,2.0,1.0,5.0,A01
201600039917,0.0,7,0,0.0,2.0,3.0,16.0,B01
201600010045,1.0,7,0,0.0,9.0,3.0,15.0,B02
201600022980,0.0,7,0,0.0,0.0,0.0,15.0,B01
201600058505,1.0,7,0,0.0,1.0,3.0,1.0,A01
201600045851,1.0,7,0,0.0,2.0,4.0,2.0,C01
201600008948,1.0,7,0,0.0,2.0,4.0,2.0,B02
201600024376,1.0,7,0,0.0,0.0,8.0,15.0,B01
201600046722,1.0,7,0,0.0,2.0,4.0,2.0,B01
201600002289,2.0,32,0,0.0,0.0,7.0,1.0,A01
201600052361,0.0,34,0,0.0,2.0,7.0,14.0,A01
201600023507,2.0,10,0,0.0,2.0,1.0,13.0,A01
201600030073,1.0,7,0,0.0,2.0,0.0,0.0,Z01
201600039883,0.0,32,0,0.0,2.0,1.0,1.0,B01
201600033016,2.0,7,0,0.0,2.0,1.0,1.0,B01
201600052554,1.0,7,0,0.0,2.0,2.0,1.0,A01
201600028745,1.0,7,0,0.0,2.0,7.0,1.0,A01
201600032198,2.0,7,0,0.0,2.0,4.0,1.0,B02
201600032994,2.0,33,0,0.0,2.0,1.0,1.0,B01
201600048203,1.0,33,0,0.0,2.0,1.0,2.0,A01
201600041561,0.0,7,0,0.0,2.0,1.0,15.0,B01
201600032625,1.0,2,0,0.0,2.0,1.0,1.0,A01
201600007316,2.0,33,0,0.0,0.0,0.0,1.0,A01
201600025501,0.0,7,0,0.0,0.0,0.0,0.0,B01
201600044427,2.0,7,0,0.0,2.0,1.0,1.0,B01
201600017597,0.0,7,0,0.0,2.0,7.0,1.0,A01
201600057041,2.0,34,0,0.0,2.0,4.0,3.0,A01
201600030353,0.0,7,0,0.0,0.0,1.0,13.0,A01
