Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep
201100036629,11,3,10,1210,1,2,1,1.0,3.0,41,"6, RUE CLAUDE BERNARD",,,,620
201100001296,11,9,22,15,4,2,1,1.0,6.0,27,3 RUE DE DAMVILLE,M,4890070.0,124920.0,270
201100054618,11,10,14,1750,1,1,1,1.0,5.0,25,A86,,,,920
201100017355,11,12,4,1430,1,1,1,2.0,7.0,191,,M,0.0,0.0,670
201100029563,11,12,2,1225,1,2,1,1.0,3.0,238,PONT R.SCHUMAN,M,4810790.0,-169532.0,350
201100008318,11,4,17,1730,1,1,1,1.0,6.0,40,,M,4575000.0,332800.0,630
201100027071,11,10,16,1645,1,2,1,1.0,7.0,13,FRANCOIS MAURIAC,,,,320
201100055585,11,3,9,1400,1,2,3,1.0,1.0,382,"angle, QUAI DES CELESTIN",,,,690
201100002332,11,11,12,1545,1,1,1,8.0,6.0,242,,M,0.0,0.0,560
201100044348,11,5,26,1710,1,2,1,1.0,6.0,342,"0, HENRI CAVALLIER (RUE)",,,,890
201100040358,11,6,18,1850,1,2,1,2.0,3.0,181,JAURES JEAN (AV) N? IMP,,,,720
201100017349,11,3,24,1715,1,1,6,1.0,7.0,150,,M,0.0,0.0,60
201100012457,11,8,9,1930,1,1,1,1.0,1.0,178,,M,4344200.0,310200.0,340
201100018665,11,8,27,2205,4,2,3,1.0,3.0,1,"0, LECORBUSIER  (RUE)",,,,130
201100065681,11,2,2,1915,4,2,1,1.0,2.0,1,"RN, POINTE D'OR",,,,971
201100065458,11,3,23,1600,1,2,1,1.0,6.0,14,,R,0.0,0.0,974
201100063250,11,3,30,715,2,2,1,1.0,3.0,119,"24, RUE DE L OURCQ",,,,750
201100059585,11,1,25,1410,1,2,1,8.0,6.0,110,"19, RUE CIVIALE",,,,750
201100056825,11,2,25,515,3,1,1,2.0,7.0,288,A43   13.029 A 15.971,,,,690
201100026349,11,2,3,1450,1,2,1,1.0,3.0,483,"42, JOFFRE (AVENUE DU MA",,,,310
201100040013,11,10,8,1800,2,2,1,2.0,4.0,290,"22, ROUTE D HEYRIEUX",,,,690
201100048970,11,11,29,1045,1,2,1,1.0,6.0,48,"26, HENRI BARBUSSE S3 (B",,,,930
201100008286,11,10,13,1730,1,2,1,1.0,3.0,105,Aubonne,M,4630400.0,628400.0,740
201100015950,11,6,8,2210,5,2,1,1.0,1.0,88,"108, HERRIOT (BD EDOUARD",,,,60
201100049762,11,1,29,1600,1,2,2,1.0,6.0,72,GORKI / ALLENDE,,,,930
201100046216,11,11,29,1930,5,2,1,1.0,2.0,26,"14, R DE BEZONS",,,,920
201100038450,11,1,27,845,1,2,3,1.0,3.0,226,"., DEPARTEMENTALE 64 (RO",,,,650
201100052288,11,4,1,1620,1,2,1,1.0,3.0,598,AV KELLERMANN,M,4898120.0,229240.0,950
201100000159,11,2,22,1145,1,2,1,1.0,1.0,139,rue LEON BLUM,M,5012585.0,341431.0,590
201100024848,11,12,8,817,1,2,2,1.0,6.0,281,26281,,,,260
201100025801,11,8,9,1000,1,2,1,1.0,2.0,232,"144, PONT L'ABBE ROUTE D",M,4798358.0,-412055.0,290
201100001163,11,3,25,1200,1,1,1,1.0,5.0,141,D52,M,4962800.0,40734.0,760
201100039882,11,9,11,40,5,2,2,1.0,3.0,29,"1, RUE MARCEL CERDAN",,,,690
201100051263,11,7,25,2155,5,2,3,1.0,6.0,41,JAURES / FRANCE,M,4880430.0,240503.0,940
201100010063,11,4,19,1830,1,1,1,1.0,6.0,206,D65,M,0.0,0.0,510
201100004310,11,9,26,2215,3,1,1,1.0,6.0,353,,M,0.0,0.0,240
201100011083,11,1,24,2115,3,1,1,1.0,7.0,66,,M,4660800.0,554900.0,390
201100062836,11,2,8,1700,1,2,1,1.0,3.0,118,", AVENUE DE LA PORTE DE",,,,750
201100066509,11,6,27,1540,1,2,1,1.0,3.0,9,"Ignor?e, DUMESNIL D'ENGE",,,,974
201100040658,11,7,15,2000,1,1,1,1.0,7.0,349,D75,M,4991770.0,104336.0,760
201100028123,11,11,28,1000,1,2,2,1.0,3.0,63,RUE DOCTEUR ALBERT BARRA,,,,330
201100015102,11,10,4,1230,1,2,1,1.0,2.0,29,ESTEREL (BOULEVARD DE L',,,,60
201100013160,11,9,11,1900,1,1,1,7.0,3.0,209,,M,0.0,0.0,201
201100057181,11,12,7,1330,1,1,1,2.0,3.0,297,A47   0.000  A 1.657,,,,690
201100034892,11,4,6,1210,1,1,6,1.0,3.0,143,KENNEDY (RUE DU PRESIDEN,,,,590
201100041643,11,12,23,830,2,2,2,2.0,6.0,468,ARCHE GUEDON (COURS DE L,M,4884990.0,263804.0,770
