Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
200900048875,0,16,0,0.0,2.0,7.0,16.0,A01
200900046096,0,7,0,0.0,2.0,6.0,1.0,A01
200900005208,0,7,0,0.0,2.0,6.0,11.0,A01
200900042207,0,31,0,3.0,0.0,9.0,1.0,A01
200900011412,0,7,0,0.0,2.0,1.0,1.0,B01
200900069565,0,7,0,0.0,0.0,8.0,1.0,B01
200900069868,0,38,0,0.0,9.0,5.0,17.0,A01
200900053321,0,7,0,0.0,2.0,3.0,2.0,A01
200900064703,0,7,0,0.0,2.0,1.0,1.0,B01
200900023759,0,31,0,0.0,2.0,1.0,1.0,A01
200900070969,0,7,0,0.0,2.0,1.0,1.0,A01
200900044499,0,7,0,4.0,0.0,8.0,11.0,A01
200900059144,0,7,0,0.0,2.0,1.0,2.0,B01
200900033127,0,7,0,0.0,2.0,0.0,2.0,A01
200900011502,0,31,0,0.0,0.0,1.0,2.0,B02
200900039092,1,31,0,0.0,1.0,8.0,13.0,A01
200900070823,0,7,0,0.0,1.0,2.0,0.0,A01
200900011601,0,33,0,0.0,2.0,3.0,1.0,A01
200900072169,0,10,0,16.0,0.0,0.0,21.0,A01
200900002213,0,3,0,0.0,2.0,7.0,19.0,A01
200900062318,0,15,0,0.0,0.0,4.0,2.0,C01
200900027497,0,32,0,12.0,0.0,9.0,1.0,B01
200900058778,0,1,0,0.0,0.0,4.0,1.0,C03
200900041234,0,7,0,0.0,2.0,3.0,15.0,A01
200900003236,0,7,0,0.0,2.0,2.0,16.0,B01
200900008888,0,7,0,0.0,2.0,4.0,4.0,A01
200900056078,0,7,0,0.0,2.0,7.0,19.0,A01
200900036044,0,2,0,0.0,2.0,1.0,1.0,A01
200900040874,0,7,0,0.0,1.0,3.0,15.0,A01
200900028245,0,7,0,13.0,0.0,1.0,1.0,A01
200900068276,0,7,0,0.0,1.0,1.0,1.0,A01
200900033499,0,7,0,0.0,2.0,1.0,2.0,A01
200900028028,0,33,0,0.0,2.0,1.0,1.0,B02
200900005211,0,13,0,0.0,2.0,1.0,1.0,B02
200900025429,0,7,0,0.0,2.0,8.0,15.0,B01
200900020018,0,10,0,4.0,0.0,2.0,15.0,A01
200900049883,0,1,0,0.0,5.0,1.0,21.0,A01
200900023537,0,10,0,0.0,2.0,3.0,15.0,B01
200900073219,0,7,0,0.0,2.0,1.0,9.0,A01
200900054277,0,7,0,3.0,0.0,5.0,14.0,A01
200900026902,0,30,0,14.0,0.0,2.0,12.0,A01
200900065005,0,7,0,0.0,2.0,1.0,1.0,A01
200900023074,0,7,0,13.0,0.0,3.0,13.0,A01
200900010163,0,7,0,0.0,0.0,1.0,1.0,A01
200900061807,0,7,0,0.0,2.0,1.0,1.0,A01
