,lum,agg,int,col,moment,senc,catv,occutc,obs,obsm,manv,annee,nb_veh,choc_avant,choc_arriere,choc_lateral,choc_multiple,grav_order,secu,pieton,Conducteur,Autre,Arrière,Avant,pres_Homme,pres_Femme,age_grp_Enfant,age_grp_Adulte,age_grp_Jeune,age_grp_Senior,trajet_grp_Autre,trajet_grp_Inconnu,trajet_grp_Loisirs,trajet_grp_Professionnel,trajet_grp_Travail,catr,circ,nbv,prof,lartpc,larrout,infra,situ,mois,jour,jour_semaine,is_we,atm_enc,surf_enc
866022,1,1,1,3.0,3,1.0,7.0,0.0,4.0,2.0,12.0,2017,2.0,1.0,0.0,1.0,0.0,2,1,0,2,0,0,0,1,1,0,1,1,0,0,0,2,0,0,1.0,3.0,4.0,1.0,20.0,140.0,0.0,1.0,7,11,1,0,2,2
96893,1,1,1,3.0,2,0.0,15.0,0.0,0.0,2.0,12.0,2006,2.0,1.0,0.0,1.0,0.0,1,-1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,1,2.0,3.0,4.0,1.0,0.0,120.0,0.0,1.0,3,21,1,0,2,2
160085,5,2,3,3.0,4,0.0,7.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,1,1,2,1,2,0,0,0,3,0,0,0,4.0,2.0,2.0,1.0,0.0,61.0,0.0,1.0,12,13,2,0,2,2
280162,1,2,1,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2008,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,2,0,1,0,0,1,0,1,1,0,0,4.0,1.0,1.0,1.0,0.0,34.0,0.0,1.0,6,10,1,0,2,2
165080,3,1,1,6.0,3,0.0,7.0,0.0,8.0,0.0,0.0,2007,1.0,1.0,0.0,0.0,0.0,2,-1,0,1,0,0,1,2,0,0,1,1,0,0,1,1,0,0,3.0,2.0,2.0,1.0,0.0,62.0,0.0,3.0,1,4,3,0,2,2
197007,1,1,1,4.0,1,0.0,7.0,0.0,0.0,0.0,1.0,2007,6.0,1.0,1.0,0.0,0.0,2,0,0,6,0,0,0,2,2,0,4,1,1,2,0,2,0,2,3.0,3.0,4.0,3.0,0.0,73.0,0.0,1.0,6,9,5,1,1,2
194367,1,2,1,4.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2007,4.0,1.0,1.0,0.0,0.0,1,0,0,4,0,0,0,2,2,0,2,0,2,0,0,2,2,0,4.0,2.0,4.0,1.0,0.0,120.0,0.0,1.0,5,2,2,0,2,2
839570,1,2,1,3.0,2,0.0,2.0,0.0,0.0,2.0,17.0,2017,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,9,20,2,0,2,2
231376,1,1,1,2.0,2,0.0,13.0,0.0,0.0,2.0,2.0,2007,2.0,1.0,1.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1.0,1.0,2.0,1.0,20.0,90.0,0.0,1.0,10,4,3,0,2,2
475819,5,2,1,4.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2011,3.0,1.0,1.0,0.0,0.0,1,1,0,3,0,0,1,2,1,0,0,2,2,0,2,1,1,0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3,3,3,0,2,2
543163,1,1,1,1.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2012,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,1,1,1,0,1,0,0,0,2,0,0,3.0,2.0,2.0,1.0,0.0,55.0,0.0,1.0,10,6,5,1,2,2
110564,1,2,1,1.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,0.0,0.0,2,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,1,1,4.0,0.0,2.0,2.0,0.0,58.0,0.0,1.0,5,24,2,0,2,2
854608,2,2,2,6.0,1,1.0,7.0,0.0,0.0,2.0,15.0,2017,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,2,0,0,0,2,0,0,0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,11,6,0,0,2,2
803107,1,1,1,5.0,2,2.0,7.0,0.0,0.0,2.0,0.0,2016,3.0,0.0,0.0,0.0,0.0,1,1,0,3,0,0,0,2,0,0,3,0,0,1,2,0,0,0,1.0,0.0,4.0,1.0,15.0,140.0,1.0,1.0,7,7,3,0,2,2
550710,1,2,5,3.0,2,0.0,7.0,0.0,0.0,2.0,16.0,2012,2.0,1.0,0.0,1.0,0.0,1,-1,0,2,0,0,0,2,0,0,1,1,0,0,2,0,0,0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,26,4,0,2,0
262434,2,1,1,1.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2008,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,0,1,1,0,0,1,1,0,3.0,2.0,2.0,4.0,0.0,80.0,0.0,1.0,3,28,4,0,1,1
222514,5,2,6,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2007,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,0,1,1,0,0,1,1,0,0,1,0,1,4.0,2.0,3.0,1.0,0.0,90.0,0.0,1.0,9,17,0,0,2,2
50571,1,2,1,5.0,2,0.0,7.0,0.0,0.0,2.0,17.0,2005,3.0,1.0,1.0,0.0,0.0,2,-1,0,3,0,0,0,2,1,0,3,0,0,0,0,3,0,0,2.0,2.0,2.0,1.0,0.0,122.0,0.0,1.0,8,8,0,0,2,2
219647,2,2,1,6.0,1,0.0,7.0,0.0,0.0,1.0,2.0,2007,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,2,0,0,1,1,0,0,2,0,0,0,4.0,2.0,3.0,3.0,0.0,121.0,0.0,1.0,9,7,4,0,2,2
538067,1,1,1,2.0,2,0.0,33.0,0.0,0.0,0.0,2.0,2012,2.0,1.0,1.0,0.0,0.0,2,2,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1.0,3.0,4.0,1.0,20.0,95.0,0.0,1.0,8,12,6,1,2,2
833467,1,2,1,6.0,3,0.0,7.0,0.0,6.0,0.0,1.0,2017,1.0,0.0,0.0,1.0,0.0,2,1,0,1,0,1,1,1,2,1,1,1,0,0,0,3,0,0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,5,14,6,1,2,2
213915,1,2,1,6.0,1,0.0,30.0,0.0,0.0,2.0,1.0,2007,2.0,0.0,1.0,1.0,0.0,2,-1,0,2,0,0,0,2,0,0,1,1,0,0,0,0,1,1,4.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,8,10,4,0,2,2
771559,1,2,1,6.0,2,1.0,7.0,0.0,0.0,1.0,1.0,2016,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,2,0,0,2,0,0,1,0,0,1,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,1,4,0,2,2
487770,1,1,3,6.0,1,0.0,7.0,0.0,8.0,0.0,0.0,2011,1.0,1.0,0.0,0.0,0.0,2,-1,0,1,0,0,1,1,1,0,0,2,0,0,2,0,0,0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,6,10,4,0,2,2
168120,5,2,3,6.0,1,0.0,33.0,0.0,0.0,2.0,1.0,2007,2.0,0.0,1.0,0.0,0.0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.0,2.0,2.0,1.0,0.0,101.0,0.0,1.0,1,31,2,0,2,2
458826,5,2,1,6.0,3,0.0,7.0,0.0,0.0,1.0,0.0,2010,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,1,1,0,2,0,0,0,0,1,1,0,4.0,1.0,1.0,1.0,0.0,35.0,0.0,1.0,6,11,4,0,2,2
234951,5,2,2,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2007,2.0,1.0,1.0,0.0,0.0,1,-1,0,2,0,1,0,1,2,0,2,0,1,0,1,2,0,0,3.0,3.0,4.0,1.0,0.0,140.0,0.0,1.0,11,23,4,0,2,2
169742,5,2,2,3.0,3,0.0,2.0,0.0,0.0,2.0,2.0,2007,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,4.0,2.0,2.0,1.0,0.0,85.0,0.0,1.0,1,28,6,1,2,2
47311,1,2,1,2.0,2,0.0,15.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,1.0,0.0,0.0,1,-1,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,7,11,0,0,2,2
295895,1,2,1,1.0,2,0.0,7.0,0.0,0.0,2.0,13.0,2008,2.0,1.0,0.0,0.0,0.0,3,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,9,8,0,0,2,2
779952,5,2,3,2.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2016,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,0,2,0,1,0,1,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,22,1,0,2,2
752319,5,2,7,3.0,3,0.0,7.0,0.0,0.0,2.0,5.0,2015,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,1,0,2,0,1,2,0,0,3,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9,10,3,0,2,0
564524,5,2,1,7.0,4,0.0,32.0,0.0,12.0,0.0,0.0,2012,1.0,0.0,0.0,0.0,0.0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4.0,2.0,2.0,1.0,0.0,58.0,0.0,1.0,12,26,2,0,2,2
398056,1,1,1,6.0,2,0.0,7.0,0.0,10.0,0.0,13.0,2010,1.0,0.0,0.0,1.0,0.0,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3.0,2.0,2.0,4.0,0.0,50.0,2.0,1.0,10,19,1,0,2,2
119502,1,2,1,3.0,2,0.0,7.0,0.0,0.0,2.0,16.0,2006,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,1,2,1,0,1,2,0,0,1,1,1,0,4.0,1.0,3.0,1.0,0.0,90.0,0.0,1.0,6,5,0,0,2,2
399350,1,1,1,7.0,1,0.0,7.0,0.0,16.0,0.0,21.0,2010,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3.0,2.0,2.0,1.0,0.0,60.0,0.0,3.0,2,1,0,0,2,2
902823,5,2,6,6.0,3,2.0,33.0,0.0,8.0,0.0,1.0,2018,1.0,1.0,0.0,0.0,0.0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3.0,2.0,2.0,1.0,0.0,90.0,5.0,1.0,3,11,6,1,2,2
732355,1,2,1,3.0,2,0.0,1.0,0.0,0.0,2.0,0.0,2015,2.0,1.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,2,0,1,1,0,0,2,0,0,0,0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,4.0,3,25,2,0,2,2
540738,1,2,1,7.0,2,0.0,33.0,0.0,0.0,1.0,1.0,2012,1.0,0.0,0.0,0.0,0.0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6,12,1,0,2,2
91804,1,1,1,4.0,2,0.0,7.0,0.0,0.0,2.0,17.0,2006,12.0,1.0,1.0,1.0,0.0,3,1,0,12,0,9,10,2,2,8,18,1,4,0,19,11,1,0,1.0,3.0,2.0,2.0,15.0,100.0,0.0,1.0,2,18,5,1,1,0
479119,5,2,3,2.0,4,0.0,7.0,0.0,0.0,0.0,1.0,2011,2.0,1.0,1.0,0.0,0.0,1,-1,0,2,0,0,1,1,2,0,2,1,0,0,3,0,0,0,3.0,3.0,2.0,1.0,0.0,75.0,0.0,1.0,10,2,6,1,2,2
608164,1,1,3,3.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2013,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,1,1,0,0,0,2,2,0,0,0,0,3.0,2.0,2.0,1.0,0.0,45.0,0.0,1.0,6,14,4,0,2,2
854492,1,2,1,6.0,1,0.0,7.0,0.0,1.0,0.0,13.0,2017,1.0,0.0,1.0,0.0,0.0,2,-1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,2,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1,26,3,0,2,2
52017,1,2,3,3.0,3,0.0,7.0,0.0,0.0,2.0,15.0,2005,2.0,1.0,0.0,1.0,0.0,2,1,0,2,0,0,1,1,2,0,0,1,2,1,1,1,0,0,4.0,2.0,2.0,1.0,0.0,61.0,0.0,1.0,8,26,4,0,2,2
776660,5,2,1,2.0,3,1.0,7.0,0.0,0.0,2.0,1.0,2016,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,2,0,1,1,0,0,0,0,0,1,1,3.0,2.0,0.0,0.0,0.0,72.0,0.0,1.0,12,12,0,0,2,2
384507,1,2,1,6.0,2,0.0,32.0,0.0,0.0,1.0,0.0,2009,1.0,0.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,1,1,0,0,1,1,2,0,0,0,0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1,24,5,1,2,2
210343,1,1,1,2.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2007,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,1,1,2,1,2,0,0,0,1,1,1,0,1.0,3.0,6.0,1.0,15.0,280.0,0.0,1.0,7,31,1,0,2,2
202877,1,1,1,6.0,2,0.0,33.0,0.0,0.0,2.0,0.0,2007,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,1,1,2,0,1,2,0,1,2,0,0,0,1.0,1.0,6.0,1.0,15.0,210.0,0.0,1.0,6,7,3,0,2,2
607788,1,1,1,1.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2013,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,1,2,2,1,1,4,0,0,0,3,1,1,0,1.0,3.0,3.0,1.0,20.0,70.0,0.0,1.0,5,31,4,0,2,2
216160,5,2,5,3.0,3,0.0,7.0,0.0,14.0,0.0,9.0,2007,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,1,2,0,0,1,2,0,0,1,1,0,1,4.0,0.0,1.0,1.0,0.0,60.0,0.0,1.0,8,7,1,0,2,2
456491,1,2,1,6.0,2,0.0,7.0,0.0,0.0,1.0,20.0,2010,1.0,0.0,1.0,0.0,0.0,1,-1,1,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,4.0,2.0,2.0,1.0,100.0,60.0,0.0,1.0,9,16,3,0,2,2
577596,1,1,1,2.0,2,0.0,10.0,0.0,0.0,2.0,2.0,2012,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,3,2,1,2,2,3,1,1,0,4,3,0,0,1.0,3.0,3.0,1.0,15.0,125.0,0.0,1.0,1,4,2,0,2,2
673564,5,2,2,3.0,1,2.0,7.0,0.0,0.0,2.0,2.0,2014,2.0,1.0,0.0,0.0,0.0,2,-1,0,1,0,1,1,2,0,0,3,0,0,0,0,0,3,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,12,29,0,0,2,2
225369,1,1,1,7.0,2,0.0,7.0,0.0,0.0,0.0,1.0,2007,1.0,0.0,0.0,0.0,1.0,3,0,0,1,0,0,1,1,1,0,0,0,2,0,1,1,0,0,2.0,2.0,3.0,3.0,0.0,111.0,0.0,1.0,10,10,2,0,2,2
668187,1,2,2,2.0,2,0.0,7.0,0.0,0.0,2.0,15.0,2014,2.0,1.0,1.0,0.0,0.0,2,1,0,2,0,1,1,2,2,0,3,1,0,0,0,4,0,0,4.0,2.0,2.0,1.0,0.0,0.0,5.0,1.0,8,8,4,0,2,2
510590,1,2,1,3.0,2,0.0,1.0,0.0,1.0,0.0,1.0,2011,2.0,1.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,0,2,1,1,0,0,0,0,2,0,0,2.0,1.0,1.0,1.0,0.0,45.0,0.0,1.0,4,11,0,0,2,2
493152,5,2,2,1.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2011,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,1,1,2,2,2,1,1,0,0,0,4,0,0,4.0,2.0,2.0,2.0,0.0,80.0,5.0,1.0,2,4,4,0,2,2
181863,1,2,1,6.0,2,0.0,7.0,0.0,0.0,1.0,4.0,2007,1.0,0.0,1.0,0.0,0.0,2,-1,1,1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,6.0,2.0,2.0,1.0,0.0,30.0,0.0,1.0,3,8,3,0,2,2
601967,1,1,1,5.0,1,0.0,7.0,0.0,0.0,2.0,2.0,2013,3.0,1.0,1.0,0.0,0.0,1,-1,0,3,0,0,0,2,1,0,3,0,0,0,2,0,0,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1,14,0,0,2,0
818602,1,2,1,1.0,2,1.0,7.0,0.0,0.0,2.0,19.0,2017,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,2,2,2,2,3,3,0,0,0,0,6,0,0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7,30,6,1,2,2
129004,1,1,1,5.0,2,0.0,7.0,0.0,0.0,2.0,17.0,2006,4.0,1.0,1.0,0.0,0.0,2,-1,0,4,1,2,2,2,2,3,5,0,1,0,5,4,0,0,1.0,1.0,3.0,1.0,15.0,35.0,0.0,1.0,7,1,5,1,2,2
554165,5,2,1,6.0,1,0.0,7.0,0.0,0.0,1.0,1.0,2012,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,0,2,0,2,0,0,0,0,1,0,1,4.0,2.0,4.0,1.0,5.0,140.0,0.0,1.0,10,18,3,0,2,2
259901,1,1,1,6.0,2,0.0,7.0,0.0,2.0,0.0,2.0,2008,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,1,1,2,0,0,0,3,0,0,2,1,0,0,4.0,2.0,2.0,2.0,0.0,35.0,0.0,3.0,3,2,6,1,2,2
350427,1,2,1,3.0,1,0.0,30.0,0.0,0.0,2.0,1.0,2009,2.0,0.0,0.0,1.0,0.0,2,-1,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,4,7,1,0,2,2
288653,5,2,1,6.0,3,0.0,2.0,0.0,12.0,0.0,1.0,2008,1.0,0.0,0.0,1.0,0.0,1,-1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4.0,1.0,1.0,1.0,0.0,50.0,0.0,1.0,7,16,2,0,2,0
359622,1,2,3,3.0,3,0.0,7.0,0.0,0.0,2.0,15.0,2009,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,0,2,0,0,0,2,0,0,1,1,0,0,4.0,1.0,1.0,2.0,0.0,40.0,0.0,0.0,8,15,5,1,2,2
707834,3,1,1,7.0,4,0.0,7.0,0.0,13.0,0.0,1.0,2015,1.0,0.0,0.0,0.0,0.0,2,0,0,1,0,2,1,2,2,2,0,2,0,0,3,1,0,0,4.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,8,1,5,1,2,2
887317,1,1,1,3.0,1,2.0,7.0,0.0,0.0,9.0,15.0,2018,2.0,1.0,0.0,1.0,0.0,3,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,2,0,2.0,2.0,2.0,1.0,-1.0,-1.0,0.0,1.0,2,12,0,0,2,2
903325,1,1,1,3.0,1,1.0,7.0,0.0,0.0,2.0,15.0,2018,2.0,0.0,0.0,1.0,0.0,3,1,0,2,0,1,1,1,2,2,1,1,0,2,0,0,1,1,3.0,2.0,2.0,1.0,-1.0,61.0,0.0,1.0,6,18,0,0,2,2
90590,1,1,1,1.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,0.0,0.0,3,1,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,1,3.0,2.0,2.0,1.0,0.0,59.0,0.0,1.0,2,7,1,0,2,2
893940,1,2,1,2.0,2,1.0,1.0,0.0,0.0,2.0,1.0,2018,2.0,0.0,1.0,0.0,0.0,2,-1,0,2,0,0,0,2,0,0,2,0,0,0,0,1,1,0,4.0,2.0,2.0,1.0,-1.0,-1.0,0.0,3.0,12,14,4,0,2,1
699190,1,2,3,7.0,3,0.0,31.0,0.0,0.0,0.0,1.0,2014,1.0,0.0,0.0,1.0,0.0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7,6,6,1,2,2
507989,5,2,1,6.0,1,0.0,7.0,0.0,0.0,1.0,4.0,2011,1.0,0.0,1.0,0.0,0.0,2,-1,1,1,1,0,0,2,0,0,1,0,1,0,0,0,0,2,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,2,17,3,0,2,2
901785,1,2,1,6.0,2,0.0,7.0,0.0,0.0,1.0,20.0,2018,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,1,1,0,0,0,2,2,0,0,0,0,6.0,0.0,0.0,1.0,-1.0,-1.0,0.0,3.0,12,3,0,0,2,2
359607,1,1,3,7.0,2,0.0,30.0,0.0,0.0,9.0,16.0,2009,1.0,1.0,0.0,0.0,0.0,2,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.0,2.0,2.0,2.0,0.0,115.0,0.0,1.0,8,5,2,0,2,2
622218,1,2,4,6.0,2,0.0,33.0,0.0,0.0,2.0,21.0,2013,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,1,1,0,2,0,0,0,0,2,0,0,4.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,9,22,6,1,2,2
426557,1,2,4,7.0,2,0.0,7.0,0.0,13.0,0.0,1.0,2010,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,2,0,0,0,2,0,0,2,0,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,6,29,1,0,2,2
336125,1,1,1,1.0,2,0.0,33.0,0.0,0.0,2.0,17.0,2009,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,1,1,2,2,1,3,0,0,0,2,2,0,0,2.0,2.0,0.0,1.0,0.0,80.0,0.0,1.0,5,3,6,1,2,2
789552,1,2,2,6.0,1,1.0,7.0,0.0,0.0,1.0,15.0,2016,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,2,0,0,1,0,1,0,2,0,0,0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,4,11,0,0,2,2
446622,1,2,2,3.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2010,2.0,1.0,0.0,0.0,1.0,1,1,0,2,0,0,0,0,2,0,0,2,0,0,0,1,0,1,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,10,12,1,0,2,2
92051,5,2,1,3.0,3,0.0,7.0,0.0,0.0,0.0,9.0,2006,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,0,2,0,0,1,1,0,0,0,1,1,0,4.0,2.0,2.0,4.0,0.0,600.0,0.0,1.0,2,3,4,0,2,2
713920,1,2,1,3.0,2,0.0,7.0,0.0,0.0,2.0,10.0,2015,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,2,2,2,0,1,0,5,0,0,1,5,0,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3,7,5,1,2,2
354656,1,2,9,6.0,2,0.0,7.0,0.0,0.0,1.0,16.0,2009,1.0,0.0,0.0,1.0,0.0,1,-1,1,1,1,0,0,2,0,1,0,0,1,0,0,2,0,0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,3,24,1,0,2,2
863319,3,1,1,6.0,4,1.0,33.0,0.0,0.0,0.0,15.0,2017,1.0,1.0,0.0,0.0,0.0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2.0,1.0,3.0,2.0,18.0,35.0,0.0,1.0,8,23,2,0,2,2
630787,5,2,1,6.0,3,0.0,33.0,0.0,0.0,2.0,1.0,2013,3.0,1.0,1.0,0.0,0.0,1,-1,0,3,0,0,0,2,0,0,2,1,0,0,3,0,0,0,3.0,2.0,2.0,1.0,0.0,85.0,0.0,0.0,8,14,2,0,2,2
429239,5,2,1,1.0,3,0.0,7.0,0.0,0.0,2.0,5.0,2010,2.0,1.0,0.0,0.0,0.0,2,-1,0,2,0,1,1,2,1,0,2,2,0,0,0,4,0,0,2.0,1.0,2.0,2.0,0.0,83.0,2.0,1.0,7,14,2,0,2,2
249558,1,2,1,3.0,2,0.0,30.0,0.0,0.0,2.0,16.0,2008,2.0,1.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,20,6,1,2,2
112215,1,2,1,6.0,4,0.0,7.0,0.0,6.0,0.0,1.0,2006,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,9.0,2.0,1.0,2.0,0.0,59.0,0.0,1.0,5,28,6,1,2,2
105265,1,2,2,3.0,3,0.0,7.0,0.0,0.0,2.0,15.0,2006,2.0,1.0,0.0,0.0,0.0,2,-1,0,2,0,0,0,1,1,0,1,0,1,1,0,1,0,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4,30,6,1,2,2
602871,1,1,1,6.0,3,0.0,7.0,0.0,8.0,0.0,1.0,2013,1.0,0.0,0.0,1.0,0.0,2,1,0,1,0,0,1,2,0,0,1,1,0,0,1,1,0,0,3.0,2.0,2.0,1.0,0.0,53.0,0.0,3.0,6,29,5,1,2,2
654076,1,1,1,2.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2014,2.0,1.0,1.0,0.0,0.0,2,1,0,2,0,1,1,2,2,1,1,2,0,0,2,1,1,0,3.0,2.0,2.0,0.0,70.0,0.0,0.0,1.0,7,11,4,0,2,2
245393,1,1,1,3.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2007,2.0,0.0,0.0,1.0,0.0,1,1,0,2,0,0,0,1,1,0,2,0,0,1,0,0,0,1,1.0,3.0,3.0,1.0,10.0,105.0,0.0,1.0,12,21,4,0,2,2
452189,1,1,1,6.0,2,0.0,7.0,0.0,4.0,0.0,13.0,2010,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.0,1.0,2.0,4.0,0.0,70.0,0.0,1.0,6,28,0,0,2,2
385158,1,1,1,3.0,2,0.0,1.0,0.0,0.0,2.0,0.0,2009,2.0,1.0,0.0,0.0,0.0,2,-1,0,2,0,0,0,1,1,0,0,0,2,0,0,2,0,0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,7,7,1,0,2,2
289841,1,1,1,7.0,1,0.0,7.0,0.0,0.0,0.0,20.0,2008,1.0,0.0,0.0,1.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.0,3.0,2.0,1.0,20.0,70.0,0.0,2.0,8,4,0,0,2,2
913864,5,2,1,4.0,3,0.0,7.0,0.0,0.0,2.0,23.0,2018,4.0,1.0,1.0,0.0,1.0,1,1,0,4,0,1,1,2,2,1,2,2,1,0,5,0,1,0,4.0,2.0,2.0,1.0,-1.0,-1.0,0.0,2.0,12,10,0,0,2,2
