,lum,agg,int,col,moment,senc,catv,occutc,obs,obsm,manv,annee,nb_veh,choc_avant,choc_arriere,choc_lateral,choc_multiple,grav_order,secu,pieton,Conducteur,Autre,Arrière,Avant,pres_Homme,pres_Femme,age_grp_Enfant,age_grp_Adulte,age_grp_Jeune,age_grp_Senior,trajet_grp_Autre,trajet_grp_Inconnu,trajet_grp_Loisirs,trajet_grp_Professionnel,trajet_grp_Travail,catr,circ,nbv,prof,lartpc,larrout,infra,situ,mois,jour,jour_semaine,is_we,atm_enc,surf_enc
411576,2,2,9,3.0,3,0.0,7.0,0.0,0.0,2.0,17.0,2010,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,0,1,1,0,1,1,0,0,3.0,2.0,0.0,0.0,0.0,70.0,0.0,1.0,12,1,2,0,2,0
733493,1,2,1,7.0,1,0.0,33.0,0.0,3.0,0.0,9.0,2015,1.0,0.0,0.0,1.0,0.0,3,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,47.0,3.0,1.0,11,19,3,0,2,2
695193,1,2,2,6.0,2,0.0,33.0,0.0,0.0,1.0,1.0,2014,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,1,1,0,2,0,0,0,1,0,1,0,4.0,1.0,1.0,2.0,0.0,80.0,0.0,1.0,3,10,0,0,2,2
813696,1,2,2,3.0,1,1.0,7.0,0.0,0.0,2.0,15.0,2016,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,0,2,0,0,0,1,1,1,0,0,1,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6,23,3,0,2,2
230318,2,2,1,5.0,4,0.0,10.0,0.0,0.0,2.0,1.0,2007,3.0,1.0,1.0,1.0,0.0,1,1,0,3,0,0,0,2,1,0,1,2,0,0,0,3,0,0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,10,28,6,1,2,2
124344,5,2,2,3.0,3,0.0,7.0,0.0,0.0,2.0,0.0,2006,2.0,1.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,1,1,1,0,1,0,0,0,2,0,0,4.0,2.0,1.0,1.0,0.0,71.0,0.0,1.0,7,17,0,0,2,2
314255,1,2,1,7.0,1,0.0,31.0,0.0,0.0,0.0,0.0,2008,1.0,0.0,0.0,1.0,0.0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,11,21,4,0,2,2
4221,5,2,1,6.0,4,0.0,7.0,0.0,8.0,0.0,1.0,2005,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,1,2,0,0,2,0,0,0,1,1,0,0,4.0,3.0,4.0,1.0,120.0,140.0,0.0,1.0,1,15,5,1,2,0
767987,5,2,1,6.0,3,2.0,7.0,0.0,0.0,2.0,1.0,2016,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,1,0,1,0,1,1,0,0,3.0,2.0,2.0,2.0,0.0,60.0,0.0,1.0,2,6,5,1,2,2
619536,5,2,2,6.0,4,1.0,99.0,0.0,0.0,1.0,0.0,2013,1.0,0.0,0.0,0.0,0.0,2,-1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,12,6,4,0,2,2
89823,1,2,1,7.0,2,0.0,5.0,0.0,0.0,0.0,10.0,2006,1.0,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1,10,1,0,2,2
456007,1,2,2,3.0,3,0.0,1.0,0.0,0.0,2.0,17.0,2010,2.0,1.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,4.0,3.0,3.0,1.0,0.0,70.0,5.0,1.0,4,8,3,0,2,2
542595,3,1,1,1.0,2,0.0,7.0,0.0,0.0,2.0,13.0,2012,2.0,1.0,0.0,0.0,0.0,3,1,0,2,0,0,0,0,2,0,0,0,2,0,1,1,0,0,3.0,2.0,1.0,1.0,0.0,66.0,0.0,1.0,12,29,5,1,2,2
454208,2,2,5,6.0,1,0.0,7.0,0.0,7.0,0.0,16.0,2010,1.0,1.0,0.0,0.0,0.0,1,-1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,4,4,6,1,2,2
765780,1,1,3,3.0,2,2.0,33.0,0.0,0.0,2.0,1.0,2016,2.0,1.0,0.0,1.0,0.0,3,1,0,2,0,0,0,1,1,0,1,0,1,1,0,0,1,0,3.0,2.0,3.0,2.0,0.0,0.0,5.0,1.0,3,8,1,0,0,2
113937,1,2,2,3.0,2,0.0,33.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,1.0,0.0,0.0,1,-1,0,2,0,0,0,2,0,0,1,1,0,0,0,1,1,0,3.0,1.0,2.0,1.0,0.0,112.0,0.0,1.0,5,3,2,0,2,2
242198,5,2,1,6.0,3,0.0,7.0,0.0,2.0,0.0,0.0,2007,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,1,2,0,0,0,2,0,0,1,1,0,0,6.0,4.0,0.0,1.0,0.0,0.0,6.0,1.0,12,13,3,0,2,2
258108,1,2,3,6.0,2,0.0,7.0,0.0,0.0,2.0,15.0,2008,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,1,0,1,2,0,0,0,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3,21,4,0,2,2
155961,2,1,1,6.0,2,0.0,7.0,0.0,16.0,0.0,1.0,2006,1.0,1.0,0.0,0.0,0.0,2,0,0,1,0,4,1,2,2,1,0,5,0,0,5,1,0,0,4.0,2.0,0.0,2.0,0.0,55.0,2.0,1.0,11,19,6,1,1,2
87079,1,2,1,3.0,1,0.0,7.0,0.0,0.0,2.0,9.0,2006,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,0,2,0,0,1,0,1,0,0,2,0,0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,1,20,4,0,2,2
675316,2,1,1,6.0,3,0.0,7.0,0.0,8.0,0.0,19.0,2014,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,2,1,1,2,3,1,0,0,2,1,1,0,0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,8,17,6,1,2,2
526517,1,1,1,1.0,2,0.0,31.0,0.0,0.0,2.0,1.0,2012,2.0,1.0,0.0,0.0,0.0,3,1,0,2,0,0,0,2,0,0,1,0,1,0,0,1,0,1,3.0,2.0,2.0,1.0,0.0,108.0,5.0,1.0,7,16,0,0,2,2
602056,1,1,1,2.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2013,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,1,1,0,0,1,0,1,0,3.0,2.0,2.0,1.0,25.0,80.0,0.0,1.0,7,26,4,0,2,2
670321,5,2,3,3.0,4,0.0,7.0,0.0,0.0,2.0,1.0,2014,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,2,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7,28,0,0,2,2
659087,2,1,2,3.0,1,0.0,7.0,0.0,0.0,2.0,19.0,2014,2.0,1.0,0.0,1.0,0.0,1,1,0,2,0,0,1,2,0,0,2,1,0,0,0,2,0,1,1.0,1.0,1.0,1.0,0.0,48.0,3.0,0.0,11,10,0,0,2,2
386211,1,2,3,3.0,3,0.0,2.0,0.0,0.0,2.0,17.0,2009,2.0,0.0,0.0,1.0,0.0,1,0,0,2,0,0,0,1,1,0,0,1,1,0,0,2,0,0,3.0,2.0,2.0,1.0,0.0,75.0,0.0,1.0,8,11,1,0,2,2
412574,2,1,1,2.0,1,0.0,17.0,0.0,0.0,2.0,1.0,2010,2.0,1.0,1.0,0.0,0.0,3,1,0,2,0,0,1,2,1,0,3,0,0,0,1,0,2,0,1.0,3.0,2.0,1.0,10.0,73.0,0.0,1.0,1,20,2,0,2,2
465727,3,1,1,1.0,1,0.0,7.0,0.0,3.0,2.0,14.0,2011,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,1,2,1,0,2,1,0,0,1,0,1,1,3.0,2.0,2.0,0.0,0.0,79.0,0.0,1.0,1,5,2,0,0,1
405878,3,2,1,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2010,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,3.0,0.0,2.0,3.0,0.0,65.0,0.0,1.0,12,23,3,0,2,2
798459,1,2,1,6.0,1,0.0,10.0,0.0,0.0,2.0,2.0,2016,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,1,1,0,1,0,0,1,0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,6,29,2,0,2,2
618899,1,2,1,2.0,1,0.0,7.0,0.0,0.0,2.0,23.0,2013,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,2,2,2,0,4,0,0,3,0,1,0,0,4.0,1.0,2.0,4.0,40.0,220.0,2.0,1.0,5,25,5,1,2,2
505477,1,2,1,2.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2011,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,1,1,0,0,0,1,0,1,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4,20,2,0,2,2
359163,1,2,3,3.0,1,0.0,7.0,0.0,0.0,2.0,15.0,2009,2.0,1.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,2,0,0,1,1,0,0,1,0,1,0,4.0,2.0,2.0,1.0,0.0,81.0,0.0,1.0,9,8,1,0,2,2
719766,2,1,1,5.0,1,0.0,7.0,0.0,0.0,2.0,13.0,2015,5.0,1.0,1.0,0.0,0.0,2,1,0,5,0,0,0,2,2,0,4,1,0,1,0,0,0,4,3.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,11,30,0,0,2,2
503856,1,2,1,6.0,1,0.0,7.0,0.0,6.0,0.0,1.0,2011,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4.0,2.0,2.0,1.0,0.0,58.0,0.0,1.0,8,20,5,1,2,2
767596,1,2,6,3.0,2,0.0,33.0,0.0,0.0,2.0,16.0,2016,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,1,1,0,0,0,2,0,0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,8,12,4,0,2,2
371535,1,1,9,3.0,1,0.0,14.0,0.0,0.0,2.0,19.0,2009,2.0,1.0,0.0,1.0,0.0,2,1,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,3.0,2.0,2.0,1.0,0.0,63.0,0.0,0.0,5,21,3,0,2,2
533515,1,1,1,7.0,3,0.0,7.0,0.0,0.0,0.0,13.0,2012,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,1,0,2,0,0,0,2,0,0,1,1,0,0,3.0,0.0,0.0,1.0,0.0,50.0,0.0,3.0,6,17,6,1,2,2
754562,1,2,1,3.0,2,0.0,10.0,0.0,0.0,2.0,10.0,2015,2.0,1.0,0.0,1.0,0.0,1,-1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3,12,3,0,2,2
102249,1,2,3,3.0,2,0.0,10.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,1.0,0.0,2,1,0,2,0,0,0,0,2,0,2,0,0,0,0,1,0,1,3.0,2.0,2.0,1.0,0.0,57.0,0.0,1.0,4,25,1,0,2,2
244573,1,2,2,6.0,2,0.0,37.0,1.0,0.0,1.0,2.0,2007,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,4.0,2.0,2.0,1.0,50.0,100.0,0.0,1.0,12,12,2,0,2,2
619615,1,2,2,2.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2013,2.0,1.0,1.0,0.0,0.0,1,-1,0,2,0,1,1,2,2,1,2,1,0,0,0,4,0,0,4.0,2.0,3.0,1.0,13.0,162.0,0.0,1.0,5,8,2,0,2,2
787823,1,2,1,6.0,1,2.0,7.0,0.0,0.0,0.0,0.0,2016,2.0,0.0,0.0,0.0,0.0,2,1,0,2,0,0,0,1,1,0,0,1,1,0,2,0,0,0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2,3,2,0,2,0
565494,3,1,1,7.0,1,0.0,7.0,0.0,2.0,0.0,1.0,2012,1.0,1.0,0.0,0.0,0.0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.0,2.0,2.0,1.0,0.0,48.0,0.0,3.0,8,25,5,1,2,2
897530,1,2,3,3.0,1,0.0,7.0,0.0,0.0,2.0,16.0,2018,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,1,0,2,1,0,1,2,0,0,0,3,0,0,4.0,2.0,2.0,1.0,-1.0,-1.0,0.0,3.0,6,17,6,1,2,2
189194,1,2,1,6.0,3,1.0,7.0,0.0,0.0,0.0,0.0,2007,1.0,0.0,0.0,0.0,0.0,2,-1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,3.0,1.0,1.0,1.0,0.0,50.0,0.0,1.0,4,26,3,0,2,2
360000,1,2,1,6.0,3,0.0,7.0,0.0,0.0,1.0,1.0,2009,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,0,2,1,1,0,0,0,0,2,0,0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,9,23,2,0,2,2
701046,1,1,1,1.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2015,2.0,0.0,1.0,0.0,0.0,3,1,0,2,0,2,1,2,2,2,1,2,0,0,5,0,0,0,3.0,2.0,2.0,1.0,0.0,65.0,0.0,1.0,10,14,2,0,2,2
222480,1,2,1,6.0,2,0.0,7.0,0.0,6.0,0.0,1.0,2007,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,9,26,2,0,2,2
777023,1,2,1,6.0,2,1.0,7.0,0.0,1.0,0.0,2.0,2016,1.0,1.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,1,0,2,0,0,0,0,2,0,0,4.0,2.0,2.0,1.0,0.0,57.0,0.0,1.0,7,3,6,1,2,2
339791,1,2,1,2.0,2,0.0,2.0,0.0,0.0,2.0,2.0,2009,2.0,1.0,1.0,0.0,0.0,1,-1,0,2,0,0,1,2,1,0,2,1,0,0,1,1,1,0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4,24,4,0,2,2
386782,1,2,3,6.0,1,1.0,7.0,0.0,0.0,1.0,0.0,2009,1.0,0.0,0.0,0.0,0.0,1,-1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3.0,2.0,2.0,1.0,0.0,50.0,0.0,1.0,10,26,0,0,2,2
412514,1,2,2,3.0,1,0.0,2.0,0.0,0.0,2.0,1.0,2010,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,1,1,0,1,1,0,0,0,0,1,1,4.0,2.0,-1.0,1.0,0.0,0.0,5.0,1.0,2,2,1,0,2,2
834803,5,1,2,3.0,3,2.0,33.0,0.0,0.0,2.0,17.0,2017,2.0,1.0,1.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,1,0,1,0,1,1,0,0,3.0,2.0,2.0,1.0,0.0,74.0,0.0,1.0,10,19,3,0,2,2
730453,5,2,1,6.0,3,1.0,7.0,0.0,0.0,1.0,0.0,2015,1.0,0.0,0.0,0.0,0.0,2,-1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4.0,2.0,1.0,1.0,0.0,70.0,0.0,1.0,7,9,3,0,2,2
172932,1,2,1,2.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2007,2.0,1.0,1.0,0.0,0.0,1,-1,0,2,0,0,0,0,2,0,1,1,0,0,2,0,0,0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,1,0,2,2
437581,1,2,1,3.0,2,0.0,7.0,0.0,0.0,2.0,15.0,2010,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,8,22,6,1,2,2
626395,1,2,1,6.0,1,0.0,7.0,0.0,0.0,1.0,2.0,2013,1.0,1.0,0.0,0.0,0.0,2,-1,1,1,1,0,0,0,2,1,1,0,0,0,2,0,0,0,4.0,1.0,1.0,1.0,0.0,80.0,0.0,1.0,10,25,4,0,2,2
550070,1,2,1,2.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2012,2.0,1.0,1.0,0.0,0.0,1,-1,0,2,0,0,0,1,1,0,2,0,0,0,1,0,0,1,4.0,2.0,2.0,1.0,27.0,70.0,0.0,1.0,3,9,4,0,2,2
214352,1,2,1,5.0,2,0.0,7.0,0.0,4.0,0.0,9.0,2007,3.0,1.0,0.0,1.0,0.0,1,-1,0,3,0,2,1,2,2,2,4,0,0,0,3,0,2,1,1.0,1.0,3.0,1.0,0.0,100.0,3.0,1.0,8,22,2,0,2,2
635931,1,2,2,6.0,2,0.0,7.0,0.0,0.0,1.0,15.0,2013,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,1,1,0,2,0,0,0,0,1,0,1,4.0,1.0,3.0,1.0,0.0,132.0,0.0,1.0,2,11,0,0,2,2
592818,5,2,1,6.0,3,1.0,10.0,0.0,0.0,1.0,1.0,2013,1.0,1.0,0.0,0.0,0.0,2,-1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4.0,2.0,2.0,1.0,0.0,67.0,6.0,1.0,12,20,4,0,2,2
873635,3,1,3,6.0,4,0.0,7.0,0.0,13.0,0.0,0.0,2018,1.0,1.0,0.0,0.0,0.0,2,-1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,25,6,1,2,0
416758,3,1,1,6.0,3,0.0,7.0,0.0,6.0,0.0,1.0,2010,1.0,1.0,0.0,0.0,0.0,2,0,0,1,0,1,1,2,0,0,2,1,0,0,2,1,0,0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11,6,5,1,2,2
421177,1,2,1,3.0,2,0.0,30.0,0.0,0.0,2.0,0.0,2010,2.0,1.0,0.0,0.0,1.0,1,-1,0,2,0,0,0,1,1,0,0,2,0,0,0,2,0,0,4.0,2.0,2.0,1.0,0.0,85.0,0.0,1.0,9,5,6,1,2,2
471342,1,1,1,6.0,2,0.0,7.0,0.0,13.0,0.0,1.0,2011,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3.0,2.0,2.0,4.0,0.0,65.0,0.0,3.0,9,5,0,0,2,2
780778,5,2,2,2.0,3,1.0,7.0,0.0,0.0,0.0,23.0,2016,2.0,1.0,1.0,0.0,0.0,1,-1,0,2,0,0,0,2,0,0,2,0,0,1,0,1,0,0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1,28,3,0,2,2
687009,1,2,3,2.0,2,0.0,33.0,0.0,0.0,2.0,2.0,2014,2.0,1.0,1.0,0.0,0.0,1,2,0,2,0,0,0,1,1,0,2,0,0,0,0,0,2,0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2,20,3,0,2,2
810070,1,2,5,3.0,2,1.0,7.0,0.0,0.0,2.0,1.0,2016,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,4.0,2.0,2.0,1.0,0.0,90.0,5.0,1.0,11,28,0,0,2,2
152976,5,2,1,6.0,3,0.0,7.0,0.0,0.0,1.0,1.0,2006,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,2,0,0,0,2,0,0,1,0,0,1,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,11,15,2,0,2,2
633052,1,1,1,6.0,2,0.0,7.0,0.0,1.0,0.0,1.0,2013,1.0,0.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0,3.0,6.0,1.0,15.0,215.0,0.0,1.0,4,8,0,0,2,2
600083,1,2,1,3.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2013,2.0,1.0,0.0,1.0,0.0,1,-1,0,2,0,0,1,1,2,0,0,3,0,0,0,3,0,0,4.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,4,1,0,0,2,2
22841,1,1,1,7.0,1,0.0,10.0,0.0,0.0,0.0,1.0,2005,1.0,0.0,0.0,1.0,0.0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,4,1,4,0,1,2
712483,5,2,1,6.0,3,0.0,7.0,0.0,0.0,1.0,0.0,2015,1.0,1.0,0.0,0.0,0.0,2,-1,2,1,2,0,0,0,2,0,1,2,0,2,1,0,0,0,3.0,2.0,3.0,1.0,0.0,80.0,0.0,1.0,1,14,2,0,2,2
804437,2,1,1,3.0,1,2.0,31.0,0.0,0.0,2.0,3.0,2016,2.0,1.0,0.0,0.0,0.0,1,1,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,1.0,3.0,6.0,1.0,15.0,210.0,0.0,1.0,1,22,4,0,2,2
791992,1,2,9,6.0,2,1.0,31.0,0.0,0.0,1.0,1.0,2016,1.0,0.0,0.0,1.0,0.0,1,-1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3.0,3.0,2.0,1.0,20.0,35.0,6.0,5.0,4,1,4,0,2,2
185240,1,2,1,2.0,1,0.0,7.0,0.0,0.0,2.0,0.0,2007,2.0,0.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,2,0,0,0,2,0,0,1,1,0,0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,4,21,5,1,2,2
295715,1,1,1,2.0,1,0.0,7.0,0.0,0.0,2.0,4.0,2008,2.0,1.0,1.0,0.0,0.0,2,1,0,2,0,0,0,1,1,0,1,1,0,0,0,2,0,0,3.0,2.0,2.0,1.0,0.0,54.0,0.0,1.0,9,21,6,1,2,2
664262,1,2,1,7.0,1,0.0,7.0,0.0,0.0,0.0,11.0,2014,2.0,0.0,0.0,0.0,0.0,1,-1,0,2,0,0,0,1,1,0,2,0,0,1,0,0,0,1,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,9,4,3,0,2,2
681970,5,2,2,2.0,3,0.0,7.0,0.0,0.0,2.0,2.0,2014,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,0,2,0,1,1,0,0,1,0,0,1,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7,31,3,0,2,2
498939,1,2,2,2.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2011,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,2,0,0,1,0,1,0,1,1,0,0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2,15,1,0,2,2
669717,1,2,3,1.0,3,0.0,33.0,0.0,9.0,2.0,1.0,2014,2.0,1.0,0.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,1,1,0,0,2,0,0,0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4,15,1,0,2,2
463299,1,1,1,6.0,1,0.0,7.0,0.0,2.0,0.0,1.0,2011,1.0,0.0,0.0,1.0,0.0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3.0,3.0,0.0,0.0,10.0,70.0,0.0,3.0,8,26,4,0,2,2
698744,1,2,1,6.0,2,0.0,37.0,1.0,0.0,1.0,7.0,2014,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4,12,5,1,2,2
242526,5,2,6,6.0,3,0.0,30.0,0.0,0.0,1.0,0.0,2007,1.0,1.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,1,1,0,2,0,0,1,0,0,0,1,9.0,1.0,2.0,1.0,0.0,40.0,0.0,1.0,12,18,1,0,2,2
58684,1,2,1,2.0,2,0.0,2.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,1.0,0.0,0.0,1,2,0,2,0,0,0,2,0,1,0,1,0,1,0,1,0,0,4.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,9,6,1,0,2,2
887013,1,1,1,5.0,2,1.0,7.0,0.0,0.0,2.0,15.0,2018,3.0,1.0,1.0,1.0,0.0,2,1,0,3,0,0,0,2,0,0,2,1,0,0,1,0,0,2,3.0,2.0,2.0,1.0,-1.0,-1.0,0.0,1.0,1,24,2,0,2,2
784886,1,2,1,2.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2016,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,0,2,0,0,2,0,0,0,0,1,1,0,4.0,2.0,2.0,1.0,0.0,90.0,0.0,1.0,10,20,3,0,2,2
861340,1,1,1,4.0,3,2.0,7.0,0.0,0.0,2.0,2.0,2017,3.0,1.0,1.0,0.0,0.0,1,1,0,3,0,0,0,2,1,0,0,3,0,0,1,0,2,0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,7,3,0,0,2,2
342499,1,1,1,2.0,3,0.0,7.0,0.0,0.0,0.0,15.0,2009,2.0,1.0,1.0,0.0,0.0,2,1,0,2,0,0,0,1,1,0,1,1,0,1,0,0,0,1,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,5,6,2,0,2,2
290962,5,2,6,7.0,3,0.0,30.0,0.0,16.0,0.0,0.0,2008,1.0,0.0,0.0,0.0,0.0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,8,31,6,1,2,2
672724,1,2,1,2.0,2,0.0,7.0,0.0,0.0,2.0,0.0,2014,2.0,1.0,1.0,0.0,0.0,1,1,0,2,0,0,1,2,1,0,3,0,0,1,0,2,0,0,4.0,2.0,2.0,1.0,0.0,82.0,0.0,1.0,11,11,1,0,2,2
762932,1,1,1,6.0,1,1.0,7.0,0.0,13.0,0.0,14.0,2016,1.0,1.0,0.0,0.0,0.0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,29,2,0,2,0
494610,1,2,4,3.0,2,0.0,7.0,0.0,0.0,9.0,1.0,2011,2.0,1.0,0.0,0.0,0.0,2,-1,0,2,0,0,0,0,2,1,1,0,0,0,2,0,0,0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,10,10,0,0,2,2
748407,1,2,1,6.0,2,0.0,7.0,0.0,0.0,1.0,0.0,2015,1.0,0.0,0.0,0.0,0.0,1,-1,1,1,1,0,0,0,2,0,2,0,0,0,2,0,0,0,4.0,2.0,2.0,1.0,0.0,77.0,0.0,1.0,4,16,3,0,2,2
226882,2,2,1,6.0,2,0.0,7.0,0.0,0.0,2.0,23.0,2007,3.0,1.0,0.0,0.0,0.0,1,1,0,3,0,0,0,2,1,0,2,1,0,0,2,0,0,1,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10,25,3,0,2,2
