Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
201500027685,0,7,0,0.0,2.0,2.0,12.0,A01
201500032013,0,7,0,0.0,2.0,7.0,10.0,A01
201500037702,0,32,0,1.0,2.0,1.0,16.0,B01
201500019499,0,31,0,0.0,2.0,7.0,1.0,B01
201500025283,0,7,0,0.0,2.0,2.0,0.0,A01
201500032915,1,7,0,0.0,1.0,0.0,5.0,A01
201500041883,0,7,0,0.0,2.0,1.0,2.0,B01
201500001332,0,33,0,3.0,0.0,1.0,14.0,A01
201500017635,0,7,0,0.0,2.0,6.0,4.0,A01
201500032762,0,33,0,0.0,2.0,7.0,13.0,B01
201500031126,0,30,0,0.0,2.0,7.0,15.0,A01
201500026376,0,7,0,1.0,0.0,7.0,1.0,A01
201500052315,0,1,0,0.0,2.0,4.0,23.0,B01
201500026732,0,7,0,8.0,0.0,5.0,0.0,A01
201500047366,0,7,0,13.0,0.0,1.0,1.0,A01
201500037491,0,31,0,0.0,2.0,2.0,1.0,A01
201500044031,0,10,0,0.0,2.0,1.0,13.0,A01
201500001179,0,7,0,0.0,2.0,6.0,19.0,A01
201500019571,0,1,0,0.0,2.0,1.0,1.0,A01
201500039174,0,10,0,0.0,2.0,4.0,23.0,D01
201500025425,0,7,0,0.0,2.0,9.0,1.0,B01
201500013652,0,7,0,0.0,1.0,2.0,1.0,A01
201500055560,0,2,0,0.0,2.0,1.0,1.0,B01
201500005431,0,33,0,0.0,2.0,8.0,1.0,A01
201500034576,0,33,0,0.0,0.0,2.0,1.0,B01
201500009885,1,7,0,0.0,2.0,3.0,10.0,Z01
201500033851,0,7,0,0.0,2.0,3.0,2.0,B01
201500049928,0,32,0,0.0,2.0,1.0,2.0,E01
201500024614,0,7,0,0.0,2.0,7.0,19.0,B01
201500041254,0,7,0,0.0,2.0,2.0,1.0,A01
201500051755,0,7,0,0.0,2.0,8.0,14.0,A01
201500000537,0,7,0,0.0,2.0,1.0,13.0,A01
201500003245,0,7,0,2.0,0.0,3.0,2.0,A01
201500001448,0,10,0,0.0,2.0,8.0,1.0,B01
201500010115,0,7,0,0.0,1.0,1.0,1.0,A01
201500057150,0,7,0,0.0,0.0,3.0,15.0,A01
201500007804,0,7,0,0.0,0.0,3.0,19.0,A01
201500002518,0,7,0,0.0,2.0,8.0,19.0,B02
201500028688,0,7,0,0.0,2.0,4.0,2.0,B01
201500035306,0,31,0,0.0,2.0,1.0,1.0,B01
201500046886,0,7,0,0.0,2.0,4.0,13.0,B01
201500013819,0,34,0,0.0,2.0,1.0,17.0,A01
201500047186,0,7,0,0.0,2.0,6.0,2.0,B01
201500002490,0,7,0,0.0,2.0,1.0,17.0,A01
201500029237,0,31,0,0.0,2.0,1.0,2.0,A01
