Num_Acc,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1
201100036629,6,0.0,,,1.0,1.0,,,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,99.0
201100001296,3,833.0,,,2.0,2.0,17.0,0.0,0.0,1.0,1.0,0.0,60.0,1.0,0.0,4.0,99.0
201100054618,1,86.0,,,1.0,2.0,5.0,400.0,0.0,2.0,1.0,0.0,70.0,1.0,2.0,1.0,99.0
201100017355,1,2.0,,A,3.0,0.0,397.0,100.0,0.0,1.0,2.0,30.0,60.0,2.0,0.0,3.0,0.0
201100029563,4,0.0,,,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
201100008318,3,997.0,,,2.0,2.0,5.0,800.0,0.0,2.0,1.0,0.0,71.0,1.0,0.0,1.0,0.0
201100027071,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,70.0,1.0,0.0,3.0,0.0
201100055585,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,54.0,1.0,0.0,1.0,99.0
201100002332,3,782.0,,,2.0,2.0,2.0,600.0,0.0,1.0,2.0,0.0,67.0,2.0,0.0,3.0,0.0
201100044348,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,75.0,1.0,0.0,1.0,3.0
201100040358,4,0.0,,,2.0,3.0,,,3.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,3.0
201100017349,1,8.0,,A,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,3.0,1.0,0.0
201100012457,3,36.0,,,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0
201100018665,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,80.0,1.0,0.0,1.0,99.0
201100065681,2,5.0,,,2.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
201100065458,2,5.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,101.0,1.0,0.0,2.0,99.0
201100063250,4,0.0,,,2.0,2.0,,,0.0,0.0,1.0,0.0,60.0,1.0,0.0,1.0,0.0
201100059585,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,40.0,1.0,0.0,1.0,99.0
201100056825,1,43.0,,,1.0,2.0,14.0,900.0,0.0,2.0,3.0,5.0,50.0,2.0,3.0,2.0,99.0
201100026349,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,95.0,1.0,0.0,1.0,0.0
201100040013,3,318.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,59.0,2.0,0.0,1.0,99.0
201100048970,4,0.0,,,2.0,2.0,,,0.0,2.0,1.0,0.0,60.0,1.0,0.0,1.0,99.0
201100008286,3,1005.0,,,2.0,2.0,4.0,200.0,0.0,1.0,2.0,0.0,75.0,1.0,0.0,1.0,0.0
201100015950,4,0.0,,,2.0,2.0,,,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
201100049762,2,301.0,,,2.0,3.0,5.0,566.0,3.0,1.0,1.0,0.0,200.0,1.0,5.0,1.0,99.0
201100046216,3,6.0,,,3.0,2.0,,,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201100038450,3,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201100052288,3,109.0,,,3.0,4.0,3.0,0.0,0.0,1.0,1.0,,,1.0,0.0,1.0,99.0
201100000159,4,0.0,,,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201100024848,3,52.0,,,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,90.0,1.0,0.0,1.0,99.0
201100025801,4,0.0,,,2.0,2.0,,,1.0,1.0,3.0,70.0,60.0,1.0,0.0,1.0,0.0
201100001163,3,52.0,,,2.0,0.0,26.0,500.0,0.0,1.0,1.0,0.0,50.0,1.0,0.0,1.0,99.0
201100039882,4,0.0,,,1.0,2.0,,,0.0,2.0,1.0,0.0,40.0,1.0,0.0,1.0,99.0
201100051263,3,55.0,,,2.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,98.0,1.0,0.0,1.0,99.0
201100010063,3,65.0,,,2.0,2.0,26.0,500.0,0.0,1.0,1.0,0.0,60.0,1.0,0.0,3.0,99.0
201100004310,3,939.0,,,2.0,2.0,51.0,700.0,0.0,1.0,3.0,74.0,0.0,1.0,0.0,3.0,99.0
201100011083,3,156.0,,,2.0,2.0,5.0,980.0,0.0,0.0,1.0,0.0,40.0,1.0,0.0,0.0,0.0
201100062836,4,0.0,,,2.0,3.0,,,0.0,1.0,1.0,0.0,90.0,1.0,0.0,1.0,0.0
201100066509,4,0.0,,,2.0,1.0,,,0.0,0.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
201100040658,3,75.0,,,2.0,2.0,62.0,180.0,0.0,2.0,2.0,0.0,76.0,1.0,0.0,1.0,99.0
201100028123,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
201100015102,4,0.0,,,4.0,2.0,,,0.0,2.0,1.0,0.0,100.0,0.0,0.0,1.0,0.0
201100013160,3,193.0,,,2.0,2.0,15.0,200.0,0.0,2.0,1.0,0.0,73.0,1.0,0.0,1.0,0.0
201100057181,1,47.0,,,1.0,2.0,0.0,800.0,0.0,1.0,1.0,10.0,70.0,2.0,0.0,1.0,99.0
201100034892,3,0.0,,,2.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
201100041643,4,,,,2.0,2.0,,,0.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,3.0
201100059125,4,0.0,,,2.0,4.0,,,0.0,2.0,1.0,0.0,270.0,1.0,0.0,1.0,99.0
201100025828,4,0.0,,,2.0,2.0,,,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,99.0
201100022495,3,939.0,,,2.0,2.0,31.0,825.0,0.0,2.0,1.0,0.0,70.0,1.0,0.0,1.0,99.0
201100043605,3,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
201100010442,3,16.0,,C,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,1.0,0.0,1.0,0.0
201100022001,4,,,,2.0,2.0,,,0.0,2.0,1.0,0.0,56.0,1.0,0.0,4.0,99.0
201100059569,4,0.0,,,2.0,4.0,,,0.0,1.0,1.0,160.0,120.0,1.0,0.0,1.0,99.0
201100014143,2,12.0,,,3.0,4.0,10.0,350.0,0.0,1.0,1.0,10.0,120.0,1.0,3.0,1.0,0.0
201100057126,3,383.0,,,1.0,4.0,10.0,500.0,0.0,2.0,4.0,25.0,105.0,2.0,0.0,1.0,99.0
201100013472,3,90.0,,,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,1.0,5.0,1.0,0.0
201100000274,3,947.0,,,2.0,2.0,18.0,700.0,0.0,1.0,1.0,0.0,72.0,2.0,0.0,1.0,0.0
201100008756,3,91.0,,,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,65.0,2.0,0.0,1.0,0.0
201100062810,4,0.0,,,3.0,4.0,,,0.0,1.0,1.0,0.0,130.0,2.0,0.0,1.0,99.0
201100037370,3,68.0,,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
201100009190,3,13.0,,,2.0,2.0,21.0,10.0,0.0,1.0,1.0,0.0,75.0,1.0,5.0,1.0,99.0
201100055893,4,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0,38.0,1.0,0.0,1.0,99.0
201100020661,4,0.0,,,2.0,2.0,,,0.0,4.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0
201100027710,4,0.0,,,1.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
201100001220,2,31.0,,,2.0,2.0,37.0,281.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
201100026726,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,100.0,1.0,0.0,1.0,99.0
201100055971,4,0.0,,,1.0,3.0,,,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99.0
201100032703,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,90.0,2.0,0.0,1.0,0.0
201100052468,4,,,,1.0,1.0,,,0.0,2.0,1.0,0.0,55.0,2.0,0.0,1.0,99.0
201100044031,4,,,,2.0,6.0,,,0.0,1.0,1.0,0.0,180.0,1.0,0.0,1.0,0.0
201100032905,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,94.0,1.0,0.0,1.0,0.0
201100048679,3,40.0,,s,2.0,2.0,,,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,99.0
201100039410,1,36.0,,,3.0,3.0,105.0,650.0,0.0,1.0,1.0,0.0,140.0,1.0,3.0,1.0,99.0
201100054762,1,6.0,,,3.0,6.0,18.0,700.0,0.0,2.0,3.0,15.0,210.0,1.0,0.0,1.0,99.0
201100049071,4,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,70.0,1.0,5.0,1.0,3.0
201100004624,3,2.0,,,2.0,2.0,21.0,125.0,0.0,1.0,1.0,0.0,66.0,1.0,0.0,1.0,99.0
201100055486,9,0.0,,,0.0,0.0,,,0.0,1.0,1.0,0.0,70.0,1.0,0.0,1.0,99.0
201100028825,4,0.0,,,2.0,4.0,,,0.0,1.0,1.0,20.0,60.0,1.0,0.0,1.0,99.0
201100039976,3,306.0,,,2.0,4.0,55.0,115.0,0.0,1.0,1.0,0.0,134.0,1.0,0.0,1.0,99.0
201100066344,3,0.0,,,2.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
