,grav,secu,pieton,Arrière,Autre,Avant,Conducteur,pres_Homme,pres_Femme,age_grp_Adulte,age_grp_Enfant,age_grp_Jeune,age_grp_Senior,trajet_grp_Autre,trajet_grp_Inconnu,trajet_grp_Loisirs,trajet_grp_Professionnel,trajet_grp_Travail,grav_order,lum,agg,int,col,moment,senc,catv,occutc,obs,obsm,manv,annee,nb_veh,choc_avant,choc_arriere,choc_lateral,choc_multiple,catr,circ,nbv,prof,lartpc,larrout,infra,situ,mois,jour,jour_semaine,is_we,atm_enc,surf_enc
1173080,1,1,0,0,0,0,1,2,1,True,False,False,False,False,False,True,False,False,0,1.0,2.0,1.0,4.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2011,5.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,15.0,105.0,0.0,1.0,2,13,6,1,2,2
1032428,1,1,0,0,0,0,1,2,1,False,False,True,False,False,False,True,False,False,0,2.0,1.0,2.0,3.0,3,0.0,7.0,0.0,0.0,2.0,17.0,2011,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,56.0,0.0,1.0,9,16,4,0,2,2
749498,1,1,0,0,0,0,1,2,1,False,False,True,False,False,False,True,False,False,0,1.0,2.0,3.0,2.0,2,0.0,7.0,0.0,0.0,0.0,15.0,2009,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,6,7,6,1,2,0
398186,1,1,0,0,0,0,1,2,2,False,False,False,True,False,False,True,False,False,0,1.0,1.0,1.0,5.0,2,0.0,10.0,0.0,0.0,2.0,21.0,2007,4.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,1.0,10.0,270.0,0.0,1.0,2,8,3,0,2,2
1093998,4,-1,0,0,0,0,1,1,0,False,False,True,False,False,True,False,False,False,1,5.0,2.0,5.0,3.0,3,0.0,1.0,0.0,0.0,2.0,19.0,2011,2.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,12,16,4,0,1,2
1592109,4,-1,1,0,1,0,0,2,0,False,False,True,False,False,True,False,False,False,1,1.0,2.0,1.0,6.0,1,0.0,7.0,0.0,0.0,1.0,1.0,2015,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,60.0,0.0,1.0,5,19,1,0,2,2
1757389,3,-1,1,0,1,0,0,2,0,False,False,False,True,False,True,False,False,False,2,1.0,2.0,1.0,6.0,3,2.0,7.0,0.0,0.0,1.0,0.0,2016,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,7,25,0,0,2,2
1959470,4,0,1,0,1,0,0,1,1,False,False,True,False,False,False,True,False,False,1,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,9.0,1.0,1.0,2018,1.0,1.0,0.0,0.0,0.0,9.0,2.0,2.0,1.0,-1.0,-1.0,0.0,4.0,11,18,6,1,2,2
1629438,4,-1,0,0,0,0,1,1,0,False,False,True,False,False,False,False,False,True,1,1.0,2.0,2.0,3.0,3,0.0,7.0,0.0,0.0,2.0,15.0,2015,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,9,23,2,0,2,2
557306,4,1,0,0,0,0,1,2,0,False,False,True,False,True,False,False,False,False,1,1.0,1.0,1.0,1.0,2,0.0,7.0,0.0,0.0,2.0,17.0,2008,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,72.0,0.0,1.0,1,4,4,0,2,2
1353858,1,1,0,0,0,0,1,1,1,False,False,False,True,False,False,True,False,False,0,1.0,2.0,6.0,3.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2013,2.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,60.0,5.0,1.0,11,28,3,0,2,0
15010,4,1,0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,True,1,1.0,1.0,1.0,3.0,2,0.0,7.0,0.0,0.0,2.0,17.0,2005,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,100.0,0.0,1.0,1,28,4,0,2,2
1336586,3,3,0,1,0,0,0,2,2,False,True,False,False,False,True,False,False,False,2,1.0,1.0,1.0,5.0,3,0.0,10.0,0.0,0.0,2.0,1.0,2013,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,30.0,100.0,0.0,1.0,8,29,3,0,2,2
1474594,4,1,0,0,0,1,0,2,0,False,False,True,False,False,True,False,False,False,1,2.0,1.0,1.0,6.0,3,0.0,7.0,0.0,13.0,0.0,21.0,2014,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,47.0,0.0,1.0,4,30,2,0,2,2
253509,4,1,0,1,0,0,0,2,0,False,True,False,False,False,True,False,False,False,1,1.0,2.0,1.0,2.0,3,0.0,7.0,0.0,0.0,2.0,2.0,2006,2.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,23.0,90.0,0.0,1.0,5,31,2,0,2,2
1616158,3,-1,0,0,0,0,1,1,1,False,True,False,False,False,True,False,False,False,2,1.0,2.0,1.0,6.0,3,0.0,30.0,0.0,0.0,1.0,18.0,2015,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,9,30,2,0,2,2
1683658,1,2,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,0,1.0,2.0,2.0,6.0,1,0.0,32.0,0.0,0.0,1.0,1.0,2015,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,12,28,0,0,2,2
310915,3,1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,False,True,2,1.0,1.0,1.0,1.0,2,0.0,7.0,0.0,0.0,2.0,13.0,2006,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,31.0,71.0,0.0,1.0,9,25,0,0,2,2
563963,3,2,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,2,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,2.0,12.0,2008,2.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,164.0,0.0,1.0,1,28,0,0,2,2
1215690,1,1,0,0,0,0,1,1,2,False,False,True,False,True,False,False,False,False,0,1.0,2.0,3.0,3.0,2,0.0,30.0,0.0,0.0,2.0,21.0,2012,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,-1.0,87.0,0.0,1.0,11,6,1,0,2,2
1225789,4,2,0,0,0,0,1,1,1,False,False,True,False,True,False,False,False,False,1,1.0,2.0,3.0,3.0,1,0.0,31.0,0.0,0.0,2.0,17.0,2012,2.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,3,28,2,0,2,2
1347998,1,1,0,0,0,0,1,0,2,True,False,False,False,False,False,False,False,True,0,1.0,1.0,6.0,4.0,1,0.0,7.0,0.0,1.0,0.0,2.0,2013,3.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,90.0,5.0,1.0,9,10,1,0,2,2
1115425,4,1,0,1,0,0,0,1,2,False,True,False,False,True,False,False,False,False,1,1.0,2.0,2.0,2.0,1,0.0,7.0,0.0,0.0,2.0,23.0,2011,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,84.0,0.0,1.0,5,20,4,0,2,2
1387352,4,0,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,1,1.0,1.0,1.0,6.0,2,0.0,7.0,0.0,1.0,0.0,13.0,2013,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,7,22,0,0,0,2
1017038,4,-1,0,0,0,0,1,2,2,True,False,False,False,False,False,False,True,False,1,1.0,2.0,5.0,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2010,2.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,86.0,0.0,0.0,7,5,0,0,2,2
155566,1,1,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,0,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,15.0,2005,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,10,4,1,0,2,2
1402363,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,0,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2013,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,90.0,0.0,1.0,9,2,0,0,2,2
581445,4,1,0,0,0,0,1,2,1,True,False,False,False,False,False,True,False,False,1,2.0,2.0,1.0,4.0,3,0.0,7.0,0.0,0.0,2.0,10.0,2008,4.0,1.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,135.0,0.0,1.0,3,12,2,0,2,2
198072,1,1,0,0,0,0,1,2,1,True,False,False,False,False,False,True,False,False,0,1.0,1.0,1.0,3.0,2,0.0,10.0,0.0,0.0,2.0,13.0,2006,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,65.0,0.0,1.0,1,7,5,1,2,2
1820662,4,1,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,1,3.0,1.0,8.0,7.0,4,1.0,7.0,0.0,0.0,0.0,1.0,2017,1.0,0.0,0.0,1.0,0.0,9.0,2.0,2.0,1.0,0.0,14.0,4.0,1.0,8,13,6,1,2,0
1146768,1,1,0,0,0,0,1,2,0,False,False,False,True,False,False,True,False,False,0,1.0,2.0,1.0,2.0,2,0.0,30.0,0.0,0.0,2.0,1.0,2011,2.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,1.0,20.0,140.0,5.0,1.0,10,18,1,0,2,2
1946271,1,-1,1,0,1,0,0,1,1,False,True,False,False,False,False,True,False,False,0,1.0,2.0,1.0,7.0,2,2.0,32.0,0.0,0.0,1.0,1.0,2017,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,90.0,0.0,1.0,9,4,0,0,2,2
1315288,3,1,0,0,0,1,0,2,0,True,False,False,False,False,True,False,False,False,2,3.0,1.0,1.0,6.0,3,0.0,7.0,0.0,2.0,0.0,1.0,2013,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,97.0,0.0,5.0,3.0,3,5,1,0,2,2
577133,4,-1,1,0,1,0,0,1,0,True,False,False,False,True,False,False,False,False,1,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,15.0,2008,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,40.0,0.0,1.0,2,25,0,0,2,2
1430474,3,-1,1,0,1,0,0,1,1,False,False,False,True,False,True,False,False,False,2,1.0,2.0,2.0,6.0,2,0.0,7.0,0.0,0.0,1.0,15.0,2013,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,30.0,0.0,1.0,11,9,5,1,2,2
615262,3,-1,1,0,1,0,0,1,1,False,False,False,True,True,False,False,False,False,2,1.0,2.0,1.0,6.0,1,0.0,7.0,0.0,0.0,1.0,4.0,2008,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,80.0,0.0,4.0,5,16,4,0,2,2
245077,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,False,True,0,1.0,2.0,1.0,3.0,3,0.0,1.0,0.0,0.0,2.0,19.0,2006,2.0,1.0,0.0,1.0,0.0,9.0,2.0,2.0,2.0,65.0,0.0,0.0,1.0,5,4,3,0,2,2
1090709,4,2,0,0,0,0,1,2,0,False,False,True,False,False,True,False,False,False,1,5.0,2.0,3.0,3.0,3,0.0,30.0,0.0,0.0,2.0,0.0,2011,2.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,7,22,4,0,2,2
1559347,1,1,0,0,0,0,1,1,2,False,False,False,True,True,False,False,False,False,0,1.0,2.0,1.0,3.0,2,0.0,7.0,0.0,12.0,2.0,1.0,2014,2.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,37.0,0.0,1.0,3,22,5,1,2,2
549539,1,-1,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,0,1.0,2.0,2.0,1.0,1,0.0,7.0,0.0,0.0,2.0,15.0,2007,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,12,27,3,0,2,2
1111413,1,1,0,0,0,0,1,2,0,False,False,True,False,True,False,False,False,False,0,1.0,2.0,1.0,1.0,2,0.0,7.0,0.0,0.0,0.0,19.0,2011,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7,5,1,0,2,2
1864296,3,1,0,0,0,1,0,2,1,False,False,False,True,False,False,True,False,False,2,1.0,1.0,2.0,5.0,1,1.0,7.0,0.0,0.0,2.0,13.0,2017,3.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1,18,2,0,2,2
1813151,4,2,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,1,5.0,2.0,3.0,6.0,4,2.0,33.0,0.0,0.0,1.0,1.0,2016,1.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,7,16,5,1,2,2
1516764,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,False,True,0,1.0,1.0,1.0,2.0,3,0.0,7.0,0.0,3.0,2.0,14.0,2014,2.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,2.0,10.0,110.0,2.0,2.0,7,25,4,0,1,2
133629,4,-1,1,0,1,0,0,0,2,False,False,False,True,False,False,True,False,False,1,1.0,2.0,2.0,6.0,3,0.0,7.0,0.0,0.0,1.0,15.0,2005,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,80.0,0.0,1.0,9,26,0,0,2,2
599622,1,1,0,0,0,1,0,2,1,True,False,False,False,False,True,False,False,False,0,5.0,1.0,1.0,7.0,3,0.0,7.0,0.0,0.0,0.0,1.0,2008,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,76.0,0.0,1.0,4,10,3,0,2,2
114812,1,1,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,0,5.0,2.0,3.0,3.0,3,0.0,5.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,160.0,0.0,1.0,8,1,0,0,2,2
558886,1,1,0,0,0,0,1,2,2,True,False,False,False,False,False,True,False,False,0,1.0,2.0,2.0,4.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2008,4.0,1.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1,12,5,1,1,2
1911598,4,1,0,0,0,1,0,2,1,False,False,True,False,False,False,True,False,False,1,5.0,2.0,1.0,3.0,4,1.0,7.0,0.0,9.0,2.0,2.0,2017,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1,3,1,0,1,2
27032,1,1,0,0,0,0,1,2,2,True,False,False,False,False,False,True,False,False,0,1.0,1.0,1.0,3.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,72.0,0.0,1.0,2,27,6,1,2,2
548670,4,1,0,0,0,0,1,2,1,False,False,False,True,False,False,True,False,False,1,3.0,1.0,1.0,2.0,2,0.0,7.0,0.0,0.0,2.0,13.0,2007,2.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,120.0,0.0,1.0,12,31,0,0,0,2
1479376,1,1,0,0,0,0,1,2,0,False,False,False,True,True,False,False,False,False,0,1.0,2.0,3.0,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2014,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,6,10,1,0,1,2
1999655,4,1,0,0,0,1,0,1,1,False,False,False,True,False,False,True,False,False,1,1.0,1.0,1.0,6.0,2,2.0,7.0,0.0,3.0,0.0,0.0,2018,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,-1.0,-1.0,0.0,2.0,9,21,4,0,2,2
483229,2,-1,0,1,0,0,0,2,2,False,False,True,False,False,True,False,False,False,3,3.0,1.0,5.0,6.0,4,0.0,7.0,0.0,6.0,0.0,6.0,2007,1.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,83.0,5.0,1.0,8,16,3,0,2,2
1197214,3,2,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,2,1.0,1.0,1.0,1.0,3,0.0,7.0,0.0,0.0,2.0,0.0,2012,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,50.0,0.0,1.0,7,11,2,0,2,2
464538,3,2,0,0,0,1,0,2,1,False,False,True,False,False,True,False,False,False,2,1.0,2.0,1.0,3.0,3,0.0,31.0,0.0,0.0,2.0,17.0,2007,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,70.0,0.0,5.0,1.0,7,25,2,0,2,2
895674,3,1,0,0,0,1,0,2,1,False,False,False,True,False,True,False,False,False,2,1.0,1.0,1.0,2.0,2,0.0,7.0,0.0,14.0,0.0,1.0,2010,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,74.0,0.0,1.0,9,13,0,0,2,2
909901,3,2,0,0,0,1,0,2,0,True,False,False,False,False,True,False,False,False,2,1.0,1.0,1.0,3.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2010,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,61.0,0.0,1.0,5,22,5,1,2,2
662638,3,1,0,0,0,1,0,2,1,False,False,False,True,False,True,False,False,False,2,1.0,2.0,1.0,2.0,2,0.0,7.0,0.0,0.0,2.0,23.0,2008,2.0,1.0,1.0,0.0,0.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,9,13,5,1,2,2
1508992,3,1,0,0,0,0,1,2,2,False,False,True,False,False,False,True,False,False,2,4.0,2.0,2.0,3.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2014,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,120.0,0.0,1.0,4,30,2,0,2,2
846296,4,-1,0,0,0,0,1,1,1,False,True,False,False,False,True,False,False,False,1,4.0,2.0,3.0,3.0,3,0.0,7.0,0.0,0.0,2.0,16.0,2009,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,80.0,0.0,1.0,12,3,3,0,2,2
367660,1,1,0,0,0,0,1,2,0,False,False,False,True,False,False,True,False,False,0,5.0,2.0,4.0,6.0,3,0.0,7.0,0.0,0.0,1.0,15.0,2006,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,30.0,0.0,1.0,12,6,2,0,2,2
1051754,1,1,0,0,0,0,1,2,1,True,False,False,False,False,False,False,True,False,0,3.0,1.0,1.0,1.0,1,0.0,7.0,0.0,0.0,2.0,15.0,2011,2.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,150.0,5.0,1.0,12,2,4,0,2,2
612785,4,1,0,1,0,0,0,2,1,False,False,True,False,False,True,False,False,False,1,3.0,2.0,1.0,2.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2008,2.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5,17,5,1,2,2
579683,1,1,0,0,0,0,1,2,0,False,False,True,False,False,True,False,False,False,0,2.0,2.0,1.0,3.0,3,0.0,7.0,0.0,0.0,2.0,0.0,2008,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,3,1,5,1,2,2
1982624,1,1,0,0,0,0,1,2,0,True,False,False,False,True,False,False,False,False,0,2.0,2.0,1.0,3.0,3,2.0,31.0,0.0,0.0,2.0,2.0,2018,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,-1.0,-1.0,0.0,1.0,7,25,2,0,2,2
539032,1,1,0,0,0,0,1,1,1,False,False,True,False,False,False,True,False,False,0,3.0,1.0,6.0,6.0,3,0.0,7.0,0.0,13.0,0.0,9.0,2007,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,5.0,1.0,11,26,0,0,1,2
796124,3,1,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,2,1.0,1.0,1.0,6.0,2,0.0,7.0,0.0,3.0,0.0,0.0,2009,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,35.0,3.0,1.0,2,7,5,1,2,2
8277,4,1,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,1,1.0,2.0,3.0,3.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,1,27,3,0,2,2
911481,4,1,0,0,0,0,1,2,1,False,False,True,False,False,False,False,False,True,1,1.0,1.0,1.0,1.0,2,0.0,7.0,0.0,0.0,2.0,13.0,2010,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,80.0,0.0,1.0,9,15,2,0,2,2
803504,1,-1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,True,False,0,1.0,2.0,1.0,3.0,1,0.0,14.0,0.0,0.0,2.0,2.0,2009,2.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,1.0,57.0,112.0,0.0,1.0,10,14,2,0,2,2
1507118,1,1,0,0,0,0,1,1,1,False,False,False,True,False,False,True,False,False,0,1.0,2.0,3.0,3.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2014,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,60.0,0.0,1.0,6,11,2,0,2,2
1196947,3,1,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,2,3.0,1.0,1.0,6.0,4,0.0,7.0,0.0,2.0,0.0,13.0,2012,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,85.0,0.0,1.0,10,2,1,0,2,2
840454,3,1,0,0,0,0,1,2,1,True,False,False,False,True,False,False,False,False,2,5.0,2.0,1.0,4.0,3,0.0,7.0,0.0,0.0,2.0,2.0,2009,3.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,1.0,10.0,60.0,0.0,1.0,12,4,4,0,2,2
743410,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,True,False,0,1.0,2.0,1.0,3.0,3,0.0,37.0,1.0,0.0,2.0,17.0,2009,2.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,3,11,2,0,2,2
1924056,4,2,0,0,0,0,1,1,0,True,False,False,False,False,False,False,False,True,1,1.0,1.0,1.0,6.0,2,1.0,34.0,0.0,14.0,9.0,1.0,2017,1.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,-1.0,-1.0,0.0,1.0,9,14,3,0,2,2
568906,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,0,3.0,1.0,1.0,7.0,3,0.0,7.0,0.0,0.0,0.0,1.0,2008,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,73.0,0.0,1.0,2,1,4,0,2,2
43297,3,-1,1,0,1,0,0,1,2,False,False,False,True,False,False,True,False,False,2,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2005,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4,18,0,0,2,2
1271691,4,-1,0,0,0,0,1,1,1,False,False,False,True,False,False,False,True,False,1,5.0,2.0,1.0,6.0,1,0.0,7.0,0.0,1.0,0.0,1.0,2012,2.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,30.0,0.0,1.0,1,6,4,0,2,2
979271,4,1,0,0,0,0,1,0,2,True,False,False,False,True,False,False,False,False,1,1.0,2.0,1.0,4.0,2,0.0,7.0,0.0,0.0,2.0,2.0,2010,3.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,44.0,0.0,1.0,6,4,4,0,1,2
312702,4,-1,1,0,1,0,0,1,1,False,True,False,False,False,False,True,False,False,1,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,13.0,2006,1.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,9,23,5,1,2,2
117432,3,0,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,2,5.0,2.0,1.0,6.0,4,0.0,7.0,0.0,6.0,0.0,1.0,2005,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,60.0,0.0,4.0,8,30,1,0,2,2
1068390,3,1,0,0,0,0,1,2,2,False,False,False,True,False,False,True,False,False,2,1.0,1.0,1.0,6.0,1,0.0,7.0,0.0,0.0,2.0,0.0,2011,2.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,30.0,120.0,0.0,1.0,10,29,5,1,2,2
216238,1,1,0,0,0,0,1,1,1,False,False,False,True,False,False,True,False,False,0,1.0,2.0,3.0,3.0,2,0.0,7.0,0.0,0.0,2.0,15.0,2006,2.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,145.0,0.0,1.0,1,20,4,0,2,2
748366,4,1,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,False,1,5.0,2.0,1.0,6.0,3,0.0,7.0,0.0,6.0,2.0,1.0,2009,1.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,90.0,0.0,1.0,4,19,6,1,2,2
370127,4,1,0,0,0,1,0,2,1,False,False,True,False,False,True,False,False,False,1,5.0,2.0,1.0,3.0,3,0.0,7.0,0.0,0.0,2.0,15.0,2006,2.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,2.0,20.0,123.0,5.0,1.0,12,4,0,0,2,2
915830,3,1,0,0,0,0,1,1,1,False,False,True,False,False,False,True,False,False,2,1.0,1.0,1.0,1.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2010,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,97.0,0.0,1.0,5,1,5,1,2,2
1798247,4,-1,1,0,1,0,0,1,0,False,True,False,False,False,False,True,False,False,1,1.0,2.0,1.0,6.0,2,1.0,30.0,0.0,0.0,1.0,0.0,2016,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,55.0,0.0,1.0,10,17,0,0,2,2
684218,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,False,True,False,0,1.0,2.0,1.0,2.0,2,0.0,33.0,0.0,0.0,2.0,1.0,2008,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,73.0,0.0,1.0,10,17,4,0,2,2
1658724,1,1,0,0,0,0,1,1,1,False,False,False,True,False,False,True,False,False,0,1.0,2.0,1.0,7.0,2,0.0,7.0,0.0,0.0,1.0,1.0,2015,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,8.0,72.0,0.0,1.0,3,20,4,0,2,0
