,grav,secu,pieton,Arrière,Autre,Avant,Conducteur,pres_Homme,pres_Femme,age_grp_Adulte,age_grp_Enfant,age_grp_Jeune,age_grp_Senior,trajet_grp_Autre,trajet_grp_Inconnu,trajet_grp_Loisirs,trajet_grp_Professionnel,trajet_grp_Travail,grav_order,lum,agg,int,col,moment,senc,catv,occutc,obs,obsm,manv,annee,nb_veh,choc_avant,choc_arriere,choc_lateral,choc_multiple,catr,circ,nbv,prof,lartpc,larrout,infra,situ,mois,jour,jour_semaine,is_we,atm_enc,surf_enc
1079409,4,1,0,0,0,0,1,2,1,True,False,False,False,False,True,False,False,False,1,1.0,2.0,2.0,5.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2011,3.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,9,20,1,0,2,2
1575257,1,1,0,0,0,0,1,1,2,True,False,False,False,True,False,False,False,False,0,1.0,2.0,1.0,1.0,3,0.0,33.0,0.0,0.0,0.0,15.0,2015,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,5,14,3,0,1,2
685661,1,-1,0,0,0,0,1,2,1,True,False,False,False,True,False,False,False,False,0,5.0,2.0,1.0,5.0,3,0.0,7.0,0.0,0.0,2.0,13.0,2008,3.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,80.0,0.0,1.0,10,17,4,0,2,2
2006396,4,1,0,0,0,1,0,2,1,False,True,False,False,False,False,True,False,False,1,5.0,2.0,1.0,5.0,3,1.0,7.0,0.0,3.0,2.0,1.0,2018,3.0,1.0,1.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,3,24,5,1,2,2
511311,1,1,0,0,0,0,1,2,1,True,False,False,False,False,False,True,False,False,0,5.0,2.0,3.0,1.0,4,0.0,7.0,0.0,0.0,2.0,1.0,2007,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,5.0,1.0,10,7,6,1,2,2
185379,3,2,0,0,0,0,1,2,1,False,True,False,False,False,False,False,False,True,2,3.0,1.0,3.0,6.0,3,0.0,2.0,0.0,0.0,2.0,1.0,2005,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,12.0,70.0,0.0,1.0,12,5,0,0,2,2
1128480,1,1,0,0,0,0,1,2,1,False,False,True,False,True,False,False,False,False,0,5.0,2.0,2.0,2.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2011,2.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,1.0,50.0,230.0,5.0,1.0,3,14,0,0,2,2
1823720,3,2,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,2,1.0,2.0,2.0,3.0,2,1.0,7.0,0.0,0.0,2.0,16.0,2017,2.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,7.0,510.0,-1.0,-1.0,9,24,6,1,2,2
90091,4,1,0,0,0,1,0,2,2,False,True,False,False,False,True,False,False,False,1,3.0,1.0,1.0,1.0,3,0.0,7.0,0.0,0.0,2.0,0.0,2005,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,6,25,5,1,2,2
204244,3,1,0,0,0,0,1,1,0,True,False,False,False,False,False,False,False,True,2,2.0,1.0,1.0,7.0,3,0.0,7.0,0.0,13.0,0.0,1.0,2006,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,58.0,0.0,1.0,1,24,1,0,2,2
1942321,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,0,1.0,2.0,1.0,6.0,2,2.0,7.0,0.0,0.0,1.0,1.0,2017,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,60.0,0.0,1.0,1,31,1,0,2,2
1487764,4,-1,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,False,1,5.0,2.0,1.0,6.0,1,0.0,40.0,0.0,0.0,1.0,1.0,2014,1.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,1,20,0,0,2,2
1011584,4,1,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,1,5.0,2.0,1.0,2.0,3,0.0,7.0,0.0,0.0,2.0,2.0,2010,2.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,10,17,6,1,2,2
61191,3,1,0,0,0,1,0,2,0,False,False,True,False,False,True,False,False,False,2,1.0,1.0,1.0,3.0,2,0.0,10.0,0.0,0.0,2.0,17.0,2005,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,15.0,110.0,0.0,1.0,5,17,1,0,2,2
301317,1,1,0,0,0,1,0,2,1,False,False,True,False,False,True,False,False,False,0,5.0,2.0,2.0,3.0,4,0.0,7.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,5.0,1.0,8,1,1,0,2,2
1080653,3,2,0,0,0,0,1,2,1,False,False,True,False,False,False,True,False,False,2,1.0,2.0,9.0,3.0,3,0.0,30.0,0.0,0.0,2.0,1.0,2011,2.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,70.0,70.0,0.0,1.0,6,4,5,1,1,2
1578235,2,1,0,0,0,0,1,1,1,False,False,False,True,False,False,True,False,False,3,2.0,2.0,1.0,6.0,3,0.0,7.0,0.0,0.0,0.0,15.0,2015,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,30.0,0.0,0.0,3.0,8,29,5,1,2,2
917509,3,-1,0,0,0,0,1,2,0,False,False,True,False,False,True,False,False,False,2,5.0,2.0,1.0,3.0,3,0.0,7.0,0.0,0.0,0.0,9.0,2010,2.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,5.0,1.0,5,16,6,1,2,2
1418616,4,1,0,0,0,1,0,2,2,True,False,False,False,False,False,True,False,False,1,3.0,1.0,1.0,5.0,3,0.0,7.0,0.0,0.0,2.0,1.0,2013,3.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,2.0,0.0,205.0,0.0,1.0,3,24,6,1,2,2
1342780,1,1,0,0,0,0,1,1,1,False,False,True,False,False,False,False,False,True,0,1.0,2.0,1.0,3.0,1,0.0,7.0,0.0,0.0,9.0,10.0,2013,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,26.0,63.0,0.0,1.0,5,23,3,0,2,2
982362,1,-1,0,0,0,1,0,2,0,True,False,False,False,False,False,False,True,False,0,5.0,2.0,1.0,1.0,3,0.0,33.0,0.0,0.0,2.0,5.0,2010,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,33.0,0.0,1.0,6,12,5,1,2,2
437628,1,-1,0,1,0,0,0,2,0,False,False,True,False,False,True,False,False,False,0,5.0,2.0,1.0,2.0,3,0.0,7.0,0.0,0.0,2.0,2.0,2007,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,88.0,0.0,1.0,5,18,4,0,2,2
547235,4,-1,1,0,1,0,0,1,1,True,False,False,False,False,True,False,False,False,1,5.0,2.0,3.0,6.0,3,0.0,7.0,0.0,0.0,1.0,15.0,2007,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,84.0,0.0,1.0,12,1,5,1,2,2
614843,4,-1,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,1,5.0,2.0,1.0,6.0,3,0.0,7.0,0.0,11.0,0.0,14.0,2008,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,100.0,0.0,1.0,5,3,5,1,2,2
207583,3,1,0,0,0,0,1,1,0,False,False,True,False,True,False,False,False,False,2,1.0,1.0,1.0,7.0,1,0.0,7.0,0.0,0.0,0.0,1.0,2006,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,53.0,0.0,1.0,2,14,1,0,0,1
1957345,1,1,0,0,0,0,1,0,2,False,False,True,False,False,False,True,False,False,0,5.0,2.0,1.0,1.0,1,0.0,7.0,0.0,0.0,0.0,5.0,2018,2.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,-1.0,-1.0,0.0,1.0,8,26,6,1,2,2
830663,1,-1,0,0,0,1,0,2,0,True,False,False,False,False,False,False,False,True,0,5.0,2.0,1.0,3.0,3,0.0,30.0,0.0,0.0,2.0,21.0,2009,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,83.0,0.0,1.0,12,1,1,0,2,2
1652634,1,1,0,0,0,0,1,1,1,False,False,False,True,False,False,True,False,False,0,1.0,2.0,3.0,6.0,3,0.0,7.0,0.0,0.0,1.0,1.0,2015,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3,27,4,0,2,2
235906,4,2,0,0,0,0,1,2,0,True,False,False,False,False,True,False,False,False,1,1.0,2.0,6.0,3.0,2,0.0,7.0,0.0,0.0,2.0,15.0,2006,2.0,1.0,0.0,1.0,0.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4,9,6,1,2,2
1058060,1,1,0,0,0,0,1,1,1,False,False,False,True,False,False,True,False,False,0,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,17.0,2011,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,65.0,0.0,3.0,8,7,6,1,2,2
1161753,1,-1,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,0,1.0,2.0,3.0,6.0,2,0.0,31.0,0.0,0.0,1.0,1.0,2011,1.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,55.0,0.0,1.0,10,24,0,0,2,2
1505364,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,0,1.0,2.0,1.0,6.0,1,0.0,7.0,0.0,0.0,1.0,0.0,2014,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,80.0,0.0,1.0,4,10,3,0,2,2
135617,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,0,5.0,2.0,2.0,3.0,3,0.0,7.0,0.0,0.0,2.0,11.0,2005,2.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,9,4,6,1,2,2
404512,1,1,0,0,0,0,1,2,0,True,False,False,False,False,True,False,False,False,0,5.0,2.0,1.0,3.0,3,0.0,2.0,0.0,0.0,2.0,17.0,2007,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3,23,4,0,2,2
263916,1,1,0,0,0,1,0,0,2,False,False,True,False,False,True,False,False,False,0,1.0,1.0,1.0,7.0,2,0.0,7.0,0.0,0.0,0.0,1.0,2006,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,100.0,0.0,3.0,6,28,2,0,2,2
865141,4,2,0,0,0,0,1,2,0,False,False,True,False,False,True,False,False,False,1,5.0,2.0,2.0,3.0,4,0.0,7.0,0.0,0.0,2.0,15.0,2009,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,8,7,4,0,2,2
2006216,4,1,0,0,0,0,1,2,1,True,False,False,False,False,False,False,True,False,1,1.0,2.0,1.0,5.0,1,2.0,7.0,0.0,0.0,2.0,1.0,2018,3.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,2.0,-1.0,-1.0,3.0,3.0,12,3,0,0,2,2
162299,3,2,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,2,3.0,1.0,1.0,6.0,3,0.0,5.0,0.0,0.0,6.0,0.0,2005,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,86.0,0.0,1.0,11,5,5,1,2,2
657743,3,1,0,0,0,0,1,2,0,False,False,True,False,False,False,True,False,False,2,3.0,1.0,1.0,7.0,4,0.0,7.0,0.0,13.0,0.0,1.0,2008,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,47.0,0.0,1.0,8,24,6,1,1,2
471482,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,0,2.0,2.0,1.0,3.0,3,0.0,7.0,0.0,0.0,2.0,15.0,2007,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,99.0,0.0,1.0,7,6,4,0,2,2
630397,4,1,0,0,0,0,1,1,0,True,False,False,False,False,True,False,False,False,1,1.0,2.0,1.0,7.0,3,0.0,3.0,0.0,15.0,0.0,1.0,2008,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,60.0,0.0,1.0,6,2,0,0,2,2
1186037,1,1,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,0,1.0,1.0,1.0,2.0,2,0.0,1.0,0.0,0.0,0.0,1.0,2012,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,11,8,3,0,2,2
1909115,4,0,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,1,1.0,2.0,1.0,2.0,2,1.0,1.0,0.0,0.0,2.0,2.0,2017,2.0,1.0,0.0,0.0,1.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,6,11,6,1,2,2
85031,1,-1,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,0,3.0,1.0,1.0,5.0,4,0.0,7.0,0.0,1.0,0.0,1.0,2005,3.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,6,12,6,1,2,2
1075531,3,1,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,2,5.0,2.0,1.0,6.0,3,0.0,7.0,0.0,8.0,0.0,0.0,2011,1.0,0.0,0.0,1.0,0.0,4.0,2.0,-1.0,1.0,30.0,30.0,0.0,1.0,3,24,3,0,2,2
1264416,1,-1,0,0,0,0,1,1,1,False,False,True,False,False,False,False,False,True,0,1.0,2.0,6.0,3.0,2,0.0,7.0,0.0,0.0,2.0,16.0,2012,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,15.0,106.0,5.0,1.0,7,7,5,1,2,2
1113997,4,-1,0,0,0,0,1,2,1,True,False,False,False,False,True,False,False,False,1,1.0,2.0,1.0,6.0,3,0.0,7.0,0.0,0.0,2.0,0.0,2011,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,3,2,0,2,2
468945,1,1,0,0,0,1,0,2,0,False,True,False,False,False,True,False,False,False,0,1.0,1.0,1.0,2.0,2,0.0,1.0,0.0,0.0,2.0,13.0,2007,2.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,30.0,117.0,2.0,1.0,7,18,2,0,1,2
847006,4,-1,1,0,1,0,0,2,0,True,False,False,False,True,False,False,False,False,1,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,0.0,2009,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,35.0,102.0,0.0,1.0,8,18,1,0,2,2
928097,4,-1,0,0,0,0,1,2,1,True,False,False,False,False,False,True,False,False,1,5.0,2.0,1.0,4.0,3,0.0,7.0,0.0,0.0,2.0,2.0,2010,3.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,60.0,0.0,1.0,11,12,4,0,2,2
493857,3,1,0,0,0,0,1,1,0,True,False,False,False,False,False,False,True,False,2,3.0,1.0,1.0,7.0,4,0.0,17.0,0.0,3.0,0.0,1.0,2007,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,60.0,0.0,3.0,9,4,1,0,2,2
295358,1,1,0,0,0,0,1,2,2,True,False,False,False,False,False,True,False,False,0,1.0,1.0,1.0,1.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,78.0,0.0,1.0,8,3,3,0,2,2
236513,4,-1,0,0,0,0,1,1,1,True,False,False,False,False,True,False,False,False,1,1.0,2.0,2.0,2.0,1,0.0,7.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,22,5,1,2,2
1648982,1,-1,0,0,0,0,1,2,0,False,True,False,False,False,False,False,True,False,0,1.0,2.0,2.0,3.0,2,0.0,32.0,0.0,0.0,2.0,1.0,2015,2.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,11,18,2,0,2,2
1785470,1,1,0,0,0,0,1,2,1,False,False,True,False,False,False,False,False,True,0,5.0,2.0,1.0,4.0,3,0.0,7.0,0.0,0.0,0.0,0.0,2016,3.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,12,20,1,0,2,2
864133,3,1,0,0,0,1,0,2,2,False,False,True,False,False,True,False,False,False,2,1.0,1.0,1.0,3.0,2,0.0,7.0,0.0,0.0,2.0,17.0,2009,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,55.0,154.0,3.0,1.0,11,7,5,1,1,2
453987,4,2,0,0,0,0,1,1,0,True,False,False,False,False,True,False,False,False,1,1.0,2.0,1.0,6.0,2,0.0,32.0,0.0,1.0,0.0,13.0,2007,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,70.0,0.0,1.0,6,29,4,0,2,2
1994396,4,1,0,0,0,1,0,2,2,False,False,True,False,False,False,True,False,False,1,1.0,1.0,1.0,6.0,1,2.0,7.0,0.0,0.0,2.0,2.0,2018,2.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,-1.0,-1.0,0.0,1.0,8,31,4,0,2,2
1649963,1,2,0,0,0,0,1,2,0,False,True,False,False,True,False,False,False,False,0,1.0,2.0,9.0,3.0,2,0.0,30.0,0.0,0.0,9.0,15.0,2015,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,5,11,0,0,2,2
647062,1,1,0,0,0,0,1,1,1,False,False,True,False,False,True,False,False,False,0,1.0,1.0,1.0,2.0,1,0.0,7.0,0.0,0.0,0.0,11.0,2008,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,15.0,105.0,0.0,1.0,7,1,1,0,2,2
807179,1,1,0,0,0,0,1,1,1,True,False,False,False,False,False,True,False,False,0,1.0,2.0,1.0,6.0,1,0.0,7.0,0.0,0.0,1.0,1.0,2009,1.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1,30,4,0,2,2
415062,4,-1,1,0,1,0,0,1,1,False,True,False,False,False,True,False,False,False,1,1.0,2.0,1.0,6.0,3,1.0,30.0,0.0,0.0,1.0,1.0,2007,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,23,0,0,2,2
1374544,4,2,0,0,0,0,1,2,0,False,False,True,False,False,False,False,False,True,1,1.0,2.0,2.0,3.0,1,0.0,32.0,0.0,0.0,2.0,1.0,2013,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,140.0,0.0,1.0,1,4,4,0,2,2
1608976,4,1,0,0,0,0,1,1,0,False,False,True,False,False,True,False,False,False,1,5.0,1.0,1.0,6.0,4,0.0,7.0,0.0,0.0,0.0,0.0,2015,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,51.0,0.0,3.0,9,9,2,0,2,2
1433517,4,1,0,0,0,0,1,2,0,False,False,False,True,False,False,True,False,False,1,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,2.0,12.0,2013,2.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,15.0,140.0,0.0,1.0,9,4,2,0,2,2
1206070,1,1,0,0,0,0,1,2,1,True,False,False,False,False,True,False,False,False,0,1.0,2.0,1.0,5.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2012,3.0,1.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,12,24,0,0,2,2
1844177,4,1,0,0,0,0,1,2,1,False,False,True,False,True,False,False,False,False,1,3.0,2.0,1.0,6.0,4,2.0,7.0,0.0,8.0,0.0,0.0,2017,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,55.0,65.0,0.0,3.0,5,4,3,0,2,2
353445,3,1,0,0,0,1,0,2,1,False,True,False,False,False,True,False,False,False,2,3.0,1.0,1.0,6.0,3,0.0,7.0,0.0,13.0,0.0,0.0,2006,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,60.0,0.0,1.0,11,10,4,0,2,2
326438,1,1,0,0,0,0,1,2,2,True,False,False,False,False,False,False,True,False,0,5.0,2.0,1.0,2.0,2,0.0,7.0,0.0,0.0,2.0,1.0,2006,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,80.0,0.0,1.0,10,25,2,0,2,2
1742029,1,1,0,0,0,0,1,2,2,True,False,False,False,False,True,False,False,False,0,1.0,1.0,1.0,4.0,2,1.0,7.0,0.0,0.0,2.0,23.0,2016,3.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,86.0,0.0,1.0,10,6,3,0,2,2
1955624,4,1,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,1,3.0,1.0,1.0,5.0,4,1.0,7.0,0.0,0.0,2.0,2.0,2018,3.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,-1.0,-1.0,0.0,1.0,9,10,0,0,2,2
1297677,4,2,0,0,0,0,1,1,0,False,False,True,False,False,False,False,True,False,1,1.0,2.0,1.0,7.0,2,0.0,2.0,0.0,0.0,0.0,1.0,2012,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,8,24,4,0,2,2
94142,1,1,0,0,0,0,1,2,2,True,False,False,False,False,False,True,False,False,0,1.0,2.0,2.0,3.0,3,0.0,2.0,0.0,0.0,2.0,21.0,2005,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,126.0,5.0,1.0,7,25,0,0,2,2
1536153,4,1,0,0,0,0,1,1,2,False,False,True,False,False,False,True,False,False,1,1.0,2.0,1.0,6.0,1,0.0,7.0,0.0,15.0,0.0,14.0,2014,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,-1.0,-1.0,0.0,1.0,6,7,5,1,2,2
952536,3,-1,1,0,1,0,0,1,1,False,False,False,True,False,False,True,False,False,2,5.0,2.0,2.0,6.0,2,0.0,7.0,0.0,0.0,1.0,15.0,2010,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,96.0,0.0,1.0,1,2,5,1,2,2
824415,1,1,0,0,0,1,0,2,0,False,False,False,True,False,True,False,False,False,0,5.0,1.0,1.0,3.0,3,0.0,7.0,0.0,0.0,2.0,17.0,2009,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,61.0,0.0,1.0,10,28,2,0,2,2
1290816,4,1,0,1,0,0,0,1,2,False,True,False,False,False,False,True,False,False,1,1.0,1.0,1.0,2.0,2,0.0,7.0,0.0,0.0,0.0,2.0,2012,2.0,1.0,1.0,0.0,0.0,1.0,3.0,8.0,1.0,15.0,280.0,0.0,1.0,3,2,4,0,2,2
430973,1,1,0,0,0,0,1,2,1,False,False,False,True,False,False,True,False,False,0,1.0,2.0,3.0,3.0,2,0.0,33.0,0.0,0.0,2.0,1.0,2007,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,63.0,0.0,1.0,5,27,6,1,2,2
944500,1,-1,0,0,0,0,1,1,1,False,False,True,False,False,False,False,False,True,0,1.0,2.0,1.0,6.0,2,0.0,7.0,0.0,0.0,1.0,2.0,2010,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,70.0,0.0,1.0,5,10,0,0,2,2
1822634,1,-1,0,0,0,1,0,2,1,False,False,True,False,False,False,False,False,True,0,1.0,2.0,1.0,5.0,2,0.0,7.0,0.0,7.0,2.0,1.0,2017,3.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3,29,2,0,2,1
454986,4,1,0,1,0,0,0,2,2,False,True,False,False,False,True,False,False,False,1,1.0,2.0,2.0,3.0,1,0.0,7.0,0.0,0.0,2.0,2.0,2007,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,50.0,0.0,1.0,6,7,3,0,2,2
620010,3,-1,0,0,0,0,1,2,1,False,True,False,False,False,False,True,False,False,2,1.0,2.0,1.0,1.0,2,0.0,1.0,0.0,0.0,2.0,0.0,2008,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,55.0,0.0,1.0,6,21,5,1,2,2
1624294,4,1,0,0,0,0,1,2,2,False,False,True,False,True,False,False,False,False,1,1.0,2.0,1.0,5.0,2,0.0,7.0,0.0,0.0,0.0,10.0,2015,5.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,57.0,0.0,1.0,9,14,0,0,2,2
1742189,4,-1,0,0,0,0,1,2,0,True,False,False,False,True,False,False,False,False,1,5.0,2.0,3.0,2.0,1,2.0,7.0,0.0,0.0,2.0,1.0,2016,2.0,1.0,1.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1,23,5,1,2,2
365618,4,-1,1,0,1,0,0,1,1,True,False,False,False,False,False,True,False,False,1,5.0,2.0,1.0,6.0,3,0.0,7.0,0.0,0.0,1.0,1.0,2006,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,67.0,0.0,1.0,12,11,0,0,1,2
745222,4,1,0,0,0,0,1,2,0,True,False,False,False,False,False,True,False,False,1,1.0,2.0,1.0,2.0,3,0.0,7.0,0.0,0.0,2.0,23.0,2009,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,50.0,0.0,1.0,6,27,5,1,2,2
453304,3,-1,0,0,0,0,1,2,0,False,False,False,True,True,False,False,False,False,2,1.0,2.0,1.0,6.0,2,0.0,1.0,0.0,0.0,2.0,1.0,2007,2.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,84.0,0.0,1.0,6,14,3,0,2,2
1743971,1,1,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,0,2.0,2.0,2.0,2.0,1,1.0,7.0,0.0,0.0,0.0,10.0,2016,2.0,1.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,12,7,2,0,2,2
1828281,3,1,0,0,0,0,1,1,1,True,False,False,False,False,False,False,False,True,2,1.0,1.0,1.0,1.0,2,1.0,7.0,0.0,0.0,0.0,1.0,2017,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,80.0,0.0,0.0,1.0,3,27,0,0,2,2
851084,4,1,0,0,0,0,1,1,1,True,False,False,False,True,False,False,False,False,1,5.0,2.0,2.0,3.0,3,0.0,7.0,0.0,0.0,2.0,4.0,2009,2.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,20.0,62.0,0.0,1.0,2,27,4,0,2,2
