Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep
200700076715,7,12,16,1915,5,2,6,1,4,4,"36, CRAU ROUTE DE",,,,130
200700057413,7,9,22,1730,1,2,3,1,3,281,FORCHAT (AVENUE DU),,,,740
200700024474,7,4,19,1230,1,1,1,1,6,17,"02, RODIN (PL)",,,,940
200700021045,7,4,17,1956,1,2,1,1,7,300,JOFFRE   BOULEVARD (>79,,,,170
200700032903,7,6,17,1015,1,1,2,1,3,313,,M,0.0,0.0,420
200700014958,7,3,28,1700,1,2,3,1,3,218,"17, EVRARD FLORENT JUSQU",,,,420
200700079146,7,12,23,2025,5,2,1,5,7,21,"20, DEUXIEME DB (RUE DE",,,,800
200700052156,7,8,1,1445,1,2,1,1,6,114,"43, AVENUE DU MAINE",,,,750
200700063632,7,10,17,2255,5,1,3,1,3,109,RUE PAUL BELLAMY,,,,440
200700006917,7,2,28,1100,1,2,1,1,3,130,rue du général de Gaulle,M,4842100.0,766700.0,670
200700079420,7,12,14,1205,1,2,7,1,6,432,PERI (AVENUE GABRIEL),,,,910
200700014546,7,3,21,823,1,2,3,1,1,555,"999, BD SILVIO TRENTIN",,,,310
200700034703,7,6,14,1410,1,2,1,1,7,55,"165, LIBERATION (BOULEVA",,,,130
200700033113,7,6,12,1830,1,2,1,1,1,530,,M,0.0,0.0,880
200700078992,7,12,11,2000,5,2,1,1,3,390,MARECHAL FOCH  (AVENUE D,,,,770
200700001407,7,1,8,2245,3,1,1,1,1,467,,M,0.0,0.0,800
200700051422,7,8,2,1635,1,2,1,7,6,67,"73, GENERAL DE GAULLE (A",,,,940
200700010093,7,2,27,1630,1,2,1,8,3,8,4 AV GEORGES V,,,,750
200700035129,7,6,9,1934,1,2,2,1,3,189,"..., REPUBLIQUE (RUE)",M,4382845.0,435490.0,300
200700045127,7,7,4,1730,1,2,1,1,7,127,"0, HAUTIL (BOULEVARD DE",,,,950
200700048078,7,8,31,1100,1,1,1,1,6,53,,M,4399800.0,421000.0,300
200700028579,7,5,23,1655,1,2,1,1,3,114,RD 75,,,,440
200700065485,7,10,25,1705,1,2,1,1,2,63,"35, DOUMER (AVENUE PAUL)",,,,920
200700009737,7,2,7,2125,5,2,2,8,3,17,R BOURSAULT R LA CONDAMI,,,,750
200700044424,7,7,7,1420,1,2,1,1,7,194,ROULIERS (RUE DES),,,,850
200700029869,7,5,20,2120,5,2,2,2,3,10,R FG SAINT MARTIN BD DE,,,,750
200700043552,7,7,17,740,1,2,1,1,6,328,"30, VIEILLE RUE",,,,590
200700064941,7,10,25,1950,5,2,1,1,3,21,ABBEVILLE (RUE D'),,,,800
200700026745,7,5,28,1800,1,1,1,3,1,335,,M,0.0,0.0,450
200700074458,7,11,10,1000,1,1,1,1,1,228,,M,0.0,0.0,10
200700054862,7,9,15,1935,2,2,1,1,6,88,"0, VALLON-DE-L'ARIANE (C",,,,60
200700012386,7,3,27,1945,1,1,1,1,3,160,,M,4368300.0,126800.0,310
200700076011,7,12,9,630,3,1,1,1,7,151,,M,0.0,0.0,360
200700074924,7,12,22,1030,1,1,2,7,3,330,,M,4762200.0,-62200.0,490
200700058764,7,9,14,900,1,1,1,1,6,631,AUTOROUTE A1,,,,600
200700006937,7,2,17,2030,5,2,1,1,1,311,CD10 /RUE LANDERSBACH,M,4800300.0,707400.0,680
200700034409,7,6,8,500,2,2,1,1,6,409,CHARPENTIER (AVENUE),,,,80
200700056484,7,9,22,1030,1,2,1,1,7,7,"0, BESSONEAU",,,,490
200700032361,7,6,2,1015,1,1,1,1,1,163,,M,4816700.0,-48100.0,530
200700040824,7,7,19,1030,1,1,1,1,3,138,,M,4439600.0,473000.0,260
200700032580,7,6,8,1315,1,2,1,1,3,434,Rue Courbet,M,4611600.0,-74300.0,170
200700071361,7,11,3,2225,5,2,2,1,6,80,"01, FRANCE (R DE)",,,,940
200700067051,7,10,29,556,5,2,1,2,7,113,"11, BOULEVARD VINCENT AU",,,,750
200700067555,7,11,18,1705,2,2,2,1,3,53,"SNR, HERRIOT ( BOULEVARD",,,,10
200700074366,7,11,25,530,3,1,1,2,7,517,,M,4952600.0,119800.0,760
200700017137,7,3,10,1940,3,1,1,1,2,692,CD35,,,,910
200700012826,7,3,28,1800,1,1,1,1,3,163,,M,0.0,0.0,680
200700007127,7,2,21,1630,1,1,1,2,6,106,,M,0.0,0.0,830
200700027499,7,5,9,1750,1,2,1,1,6,55,"111, CASTELLANE (PLACE)",,,,130
200700054011,7,9,21,945,1,2,1,1,3,129,avenue des blavets,M,4408500.0,710700.0,60
200700064600,7,10,29,1825,5,1,1,3,7,270,PREMIERE ARMEE (CARREFOU,,,,710
200700018503,7,4,14,1500,1,1,1,1,7,25,,M,0.0,0.0,600
200700079972,7,12,11,745,5,2,1,1,3,68,"169, GENERAL GIRAUD (BD",,,,940
200700033672,7,6,23,1800,1,1,1,1,1,82,,M,0.0,0.0,450
200700058040,7,9,6,835,1,2,2,1,6,12,GEORGES SOREL (RUE),,,,920
200700043145,7,7,20,1855,1,2,1,1,6,55,"36, LAJARRIGE ( AVENUE L",,,,440
200700050855,7,8,3,1930,1,2,1,1,6,129,"000, KENNEDY (AVENUE J.)",,,,830
200700036970,7,6,15,1720,1,2,1,1,2,21,SAINT FUSCIEN (RUE),,,,800
200700035685,7,6,15,1645,1,2,1,1,3,189,Rond point de Dourdel,,,,420
200700077283,7,12,15,1645,1,2,1,1,6,681,LECLERC (BOULEVARD DU MA,,,,270
200700048766,7,8,11,1455,1,2,1,1,1,88,"0, OLIVIERS (CORNICHE DE",,,,60
200700063918,7,10,14,2340,5,1,1,1,7,236,CD 903,,,,550
200700045032,7,7,3,1845,2,2,1,2,6,33,EMILE BOUTRAIS (R),,,,940
200700042098,7,7,21,100,3,2,1,1,6,55,LÉON LACHAMP (ROUTE),,,,130
200700026594,7,5,13,2000,1,1,1,1,1,18,,M,4321300.0,223000.0,110
200700018392,7,4,20,2030,1,2,1,1,6,74,6 rue du Général Delfoss,M,0.0,0.0,590
200700010743,7,2,12,2125,5,2,1,2,3,4,"9, GRESILLONS ( AVENUE D",,,,920
200700080459,7,12,21,630,5,2,2,1,3,387,AVENUE BERTHELOT,,,,690
200700020771,7,4,23,820,1,2,9,1,3,55,PRADO (ROND-POINT),,,,130
200700063703,7,10,26,345,5,1,2,1,3,232,R.N. 271,,,,450
200700060434,7,10,16,200,3,1,1,1,7,182,,M,4623000.0,-77000.0,170
200700023206,7,4,26,1320,1,2,2,1,6,7,QU BRANLY PO IENA,,,,750
200700024829,7,4,28,1650,1,1,1,1,4,66,AUTOROUTE A1,,,,930
200700003058,7,1,6,1335,1,2,1,1,3,132,OCEANIDES (BOULEVARD DES,,,,440
200700026551,7,5,10,1415,1,1,1,1,4,129,,M,0.0,0.0,840
200700064877,7,10,14,1655,1,2,2,1,3,586,VILLOING (ROBERT) N°1 A,,,,780
200700005304,7,1,15,605,5,2,3,1,7,29,"77, HENRI BARBUSSE (AVE)",,,,930
200700026825,7,5,12,1400,1,1,1,1,1,40,,M,4344800.0,555300.0,130
200700013695,7,3,10,1650,1,2,1,1,3,88,"0, GARIGLIANO (PONTS)",,,,60
200700009895,7,2,11,1315,1,2,2,2,6,17,R LEGENDRE R DE ROME,,,,750
200700031881,7,5,3,2004,1,1,1,2,6,215,A55-Sens Marseille vers,,,,130
200700062465,7,10,14,1100,1,2,1,1,6,55,"1, CHARTREUX (AVENUE DES",,,,130
200700065852,7,10,14,2245,5,2,1,1,6,28,"0, CHOISY(ROUTE DE)",,,,940
200700034657,7,6,24,2010,1,2,1,1,6,55,BAILLE (BOULEVARD),,,,130
200700047703,7,8,29,1915,1,1,1,1,7,270,,M,0.0,0.0,520
200700048014,7,8,10,1615,1,1,1,1,1,299,,M,0.0,0.0,340
200700029792,7,5,15,1205,1,2,3,1,6,16,CAR DU BOUT DES LACS RTE,,,,750
200700016765,7,3,4,330,5,2,1,1,7,382,"03, HAMEL (RUE MAURICE)",,,,780
200700043158,7,7,4,1705,1,2,1,1,6,162,RUE BOBBY SANDS,,,,440
200700046380,7,7,2,905,1,2,3,1,5,73,VILLEPINTE (ROUTE DE),,,,930
200700065582,7,10,25,805,1,2,1,1,3,10,"40, SAKHAROV (RUE ANDREI",,,,930
200700026688,7,5,5,245,3,1,1,8,1,286,,M,0.0,0.0,202
200700054039,7,9,21,15,5,2,6,1,6,99,Route nationale 7,M,4346000.0,668000.0,830
200700073598,7,11,10,1230,1,1,1,1,6,84,,M,0.0,0.0,260
200700042047,7,7,6,910,1,2,1,1,6,55,LIEUTAUD (COURS),,,,130
200700038618,7,6,9,40,5,2,1,8,2,114,PLACE DE CATALOGNE,,,,750
200700040872,7,7,18,1415,1,1,1,1,1,188,,M,4390300.0,581200.0,40
200700080005,7,12,8,1800,5,2,3,2,6,81,"Angle, YOURI GAGARINE (A",,,,940
200700031952,7,5,2,1235,1,1,1,1,4,72,N118,,,,920
200700077156,7,12,15,1310,1,2,2,1,3,231,MOULINS (DES) (RUE),,,,210
200700054128,7,9,24,1930,2,1,1,1,1,170,,M,4312600.0,308000.0,110
200700078818,7,12,18,1305,1,2,2,1,3,76,"6, KENNEDY (AVENUE JOHN",,,,710
200700021105,7,4,16,1655,1,2,1,1,6,31,", LE CORBUSIER (RUE)",,,,190
200700070853,7,11,8,705,2,2,1,2,6,40,"39-45, PDT ROOSEVELT (QU",,,,920
200700054351,7,9,10,1545,1,1,2,1,3,157,,M,0.0,0.0,410
200700046055,7,7,21,1000,1,2,1,1,6,115,"93, RUE OLIVIER DE SERRE",,,,750
200700011375,7,2,9,1835,1,1,1,1,3,10,AUTOROUTE A3,,,,930
200700012758,7,3,17,1645,1,1,1,1,3,490,,M,0.0,0.0,550
200700080780,7,12,2,1140,1,2,2,2,3,110,"85, QUAI DE VALMY",,,,750
200700013326,7,3,28,1400,1,1,1,1,1,651,,M,4772000.0,457200.0,210
200700010219,7,2,25,10,5,2,1,2,6,12,128 R FG SAINT ANTOINE,,,,750
200700048752,7,8,8,1850,1,2,3,1,6,88,"1, BARLA (RUE)",,,,60
200700067704,7,11,14,840,1,2,1,1,3,104,"121 bis, VERDUN (AVENUE",,,,60
200700011251,7,2,22,1645,1,2,9,2,6,210,MALLEVILLE (RUE DE),,,,950
200700082890,7,6,15,1035,1,1,1,1,6,213,AUTOROUTE A1,,,,972
200700073526,7,11,23,500,3,1,1,1,6,87,,M,0.0,0.0,820
200700075674,7,12,29,1945,5,2,1,1,6,206,CD47,M,4798600.0,341400.0,890
200700013480,7,3,12,1700,1,2,1,1,3,192,CD62 E2,M,4353800.0,392900.0,340
200700074485,7,11,10,1830,3,1,1,1,1,91,,M,4362600.0,535400.0,130
200700017090,7,3,7,1205,1,2,1,1,4,114,ROUTE NATIONALE 6,,,,910
200700062618,7,10,2,915,1,2,2,1,3,300,"001, GRASSET   AVENUE ED",,,,170
200700050829,7,8,2,1440,1,1,1,1,3,65,TOULOUSE RN 126 (RTE DE),,,,810
200700008765,7,2,6,500,1,2,1,1,2,185,"., RONDEAU (LE)",,,,380
200700081271,7,12,31,1630,1,2,1,1,7,114,PORTE D ORLEANS,,,,750
200700066174,7,10,8,1310,1,1,1,1,5,78,AUTOROUTE A104,,,,930
200700026589,7,5,27,1515,1,1,2,1,3,113,,M,0.0,0.0,340
200700028263,7,5,10,1830,1,1,1,1,6,3,GENTILSHOMMES (H16 A L17,,,,340
200700049654,7,8,30,1940,1,2,3,1,3,75,RUE DE LA TOUR DE GASSIE,,,,330
200700083193,7,7,8,530,5,2,1,2,7,302,JUBELIN (BOULEVARD),,,,973
200700042963,7,7,21,1140,1,2,1,2,7,55,BONNIN ANDRE (AVENUE),,,,350
200700009052,7,2,18,1615,1,2,3,1,6,528,"599, CARDINAL TISSERANT",,,,540
200700062849,7,10,20,1707,1,1,1,1,1,462,ROCADE G.POMPIDOU (DU 25,,,,250
200700069215,7,11,3,2255,3,1,1,1,7,55,BERTHO ( RUE HENRI ),,,,440
200700002260,7,1,7,1120,1,2,3,1,3,366,"0, GUILLAME LE CONQUERAN",,,,140
200700038611,7,6,26,1318,1,2,1,1,7,105,AVENUE DES GOBELINS,,,,750
200700004941,7,1,6,1900,5,2,3,2,3,85,"77, FUSTEL DE COULANGES",,,,870
200700051082,7,8,2,820,1,2,2,1,2,12,"angle, REINE (ROUTE DE L",,,,920
200700055357,7,9,6,1830,1,2,1,1,6,300,"14, CORSAIRES   AVENUE D",,,,170
200700011385,7,2,12,810,1,1,1,2,3,27,AUTOROUTE A86,,,,930
200700013044,7,3,2,1630,1,2,4,1,3,54,Cours Fernande PEYRE,M,0.0,0.0,840
200700056098,7,9,1,220,5,2,1,1,2,238,"160, BREST (DE)",,,,350
200700038364,7,6,25,1810,1,2,1,1,6,383,AVENUE LACASSAGNE,,,,690
200700053318,7,9,13,1615,1,1,1,1,5,2,,M,4316100.0,-1900.0,650
200700071941,7,11,6,1830,3,1,1,1,5,215,A7-Sens Marseille vers L,,,,130
200700080280,7,12,12,1155,1,1,1,1,2,136,AUTOROUTE A10,,,,910
200700033359,7,6,14,2200,5,2,1,1,3,100,Boulevard Schweitzer,M,0.0,0.0,130
200700032177,7,6,9,745,1,1,1,5,4,306,,M,0.0,0.0,350
200700013439,7,3,18,1550,1,1,1,1,6,310,autoroute A49 pk 18+400,M,0.0,0.0,380
200700059397,7,9,3,1245,1,2,1,8,3,111,"88 bis, AVENUE PARMENTIE",,,,750
200700075222,7,12,1,1445,1,1,1,2,1,360,,M,4310700.0,-13400.0,650
200700073383,7,11,4,1745,3,2,1,1,6,95,,M,4340500.0,-27500.0,640
200700001431,7,1,13,1630,1,1,1,1,6,18,,M,0.0,0.0,410
200700011249,7,2,11,1500,1,2,3,1,6,555,PETITOU (ALLEE GERMAIN),,,,950
200700038441,7,6,14,1430,1,1,1,1,3,256,A42     0.560 A 4.020,,,,690
200700048306,7,8,2,845,1,2,3,1,3,199,cours de la marne,M,0.0,0.0,330
200700014113,7,3,10,1430,1,2,2,1,3,117,CARREFOUR (PARKING CENTR,,,,130
200700018103,7,3,10,1500,1,1,1,1,6,274,AUTOROUTE A21,,,,620
200700013255,7,3,12,1630,1,1,1,1,1,208,,M,0.0,0.0,360
200700036668,7,6,8,1332,1,2,1,1,2,8,LEPIC BOULEVARD,,,,730
200700037895,7,6,18,800,1,2,9,1,6,81,STALINGRAD (BD DE),,,,940
200700028690,7,5,30,1915,1,2,3,1,7,7,"0, COMMERCE",,,,490
200700037152,7,6,5,440,5,2,1,3,7,65,GUINGOUIN ( rond point g,,,,870
200700074429,7,11,23,1945,3,1,1,1,2,32,,M,4586700.0,517400.0,10
200700030697,7,5,4,1940,1,2,6,3,3,122,DUBREUIL (BOULEVARD),,,,910
200700075228,7,12,6,730,2,2,1,1,6,227,boulevard Batigne,M,0.0,0.0,810
200700054152,7,9,10,1245,1,1,1,1,3,116,,M,4394400.0,460300.0,300
200700056720,7,9,24,1615,1,2,1,1,3,631,"8, STEINBACH (RUE DE)",,,,570
200700052531,7,6,13,1340,1,2,1,1,6,70,"35, GABRIEL-PERI (AV)",,,,930
200700044299,7,7,31,1540,1,1,1,1,5,65,ALBI (RD612 - RTE D'),,,,810
200700071594,7,11,19,800,1,1,1,1,2,10,AUTOROUTE A3,,,,930
200700041024,7,7,31,845,1,1,1,1,1,88,,M,4356800.0,373000.0,340
200700002115,7,1,23,1400,1,2,1,8,6,55,VAUBAN (BOULEVARD),,,,130
200700060233,7,10,23,1745,1,1,1,1,3,15,,M,4748200.0,-171600.0,440
200700015976,7,3,5,1045,1,2,3,1,3,19,ECH LILAS PL MAQUIS VERC,,,,750
200700044363,7,7,10,1045,1,2,3,1,7,137,"1800, GASQUET (AVE JOSEP",,,,830
200700013944,7,3,17,1830,1,2,1,1,3,55,MENDES FRANCE (AVENUE),,,,130
200700011729,7,2,15,845,1,1,1,1,2,211,A50-Sens Aubagne vers Ma,,,,130
200700062811,7,10,1,858,1,2,1,1,6,56,"01, METIN RUE ALBERT",,,,250
200700008075,7,2,28,945,1,2,3,1,1,55,VALLON DES (RUE),,,,130
200700080047,7,12,12,1930,5,2,1,1,6,574,LOUIS ET GERALD DONZELLE,,,,950
200700062630,7,10,11,1625,1,2,1,1,3,300,"79, GUITON   AVENUE JEAN",,,,170
200700027102,7,5,5,1510,1,2,2,1,3,27,GARE AVENUE DE LA,,,,60
200700060582,7,10,20,230,5,2,1,1,6,186,2063 avenue du Quercy,M,4412200.0,90800.0,820
200700027287,7,5,21,1155,1,2,1,1,2,88,"0, RD 6202",,,,60
200700022638,7,4,15,1345,1,2,3,1,1,224,"29, GLUCK (ALLEE)",,,,680
200700035577,7,6,1,1830,1,2,1,2,6,185,"00, MARECHAL JOFFRE (BOU",,,,380
200700057303,7,9,20,940,1,2,1,1,3,282,"40, RUE DE LA REPUBLIQUE",,,,690
200700038342,7,6,29,1120,1,1,1,3,6,13,AUTOROUTE A27,,,,590
200700010853,7,2,8,2010,3,2,3,1,3,63,DIX-HUIT JUIN 1940 (AVEN,,,,920
200700068002,7,11,6,1830,5,2,1,1,2,2,ANGE MARTIN  (BOULEVARD),,,,130
200700050419,7,8,31,1510,1,2,1,1,3,113,"1, BERTHELOT (BOULEVARD)",,,,630
200700045918,7,7,25,1000,1,2,2,1,3,111,"101, BOULEVARD RICHARD L",,,,750
200700063872,7,10,10,1325,1,2,5,1,3,395,BROT (RUE MARCEL),,,,540
200700074760,7,12,6,2045,3,1,1,1,3,327,,M,0.0,0.0,350
200700000324,7,1,10,730,2,1,1,1,1,278,,M,0.0,0.0,490
200700024795,7,4,14,2150,5,1,1,1,7,6,AUTOROUTE A3,,,,930
200700073352,7,11,17,2130,5,1,1,1,6,577,,M,0.0,0.0,240
200700022550,7,4,24,725,1,2,1,1,6,440,"1, JUIN (BOULEVARD DU MA",,,,650
200700056176,7,9,30,1250,1,2,1,1,6,261,"270, VAILLANT (RUE EDOUA",,,,370
200700077676,7,12,8,1935,5,2,3,8,2,172,"sans, RIMBAUD (RUE PAUL)",,,,340
200700006179,7,2,26,1530,1,1,1,1,7,134,,M,4931900.0,244300.0,600
200700057711,7,9,18,10,3,1,1,1,7,65,"5, ROSE (CH.DU)",,,,810
200700073317,7,11,11,1430,1,2,1,1,1,433,chemin de nice,M,4492000.0,-42500.0,330
200700066122,7,10,17,840,1,1,1,2,2,46,A86,,,,940
200700023513,7,4,2,1010,1,2,1,1,3,284,VICTOIRE (AV.DE LA),,,,770
200700021090,7,4,3,1900,1,2,1,1,6,279,"1 BIS, ETANG (QUAI DE L'",,,,180
200700061668,7,10,22,615,3,1,1,1,2,237,,M,0.0,0.0,720
200700069691,7,11,22,1505,1,2,1,8,6,350,"74, MOLINEL RUE N°PAIRS",,,,590
200700017999,7,3,11,1410,1,1,1,1,7,402,A13,,,,780
200700051563,7,8,15,1500,1,1,1,1,2,582,AUTOROUTE A15,,,,950
200700014140,7,3,26,1715,1,2,1,1,3,15,LATTRE DE TASSIGNY (AVEN,,,,160
200700040733,7,7,29,1730,1,1,1,2,1,149,,M,4686400.0,460900.0,710
200700023900,7,4,13,1230,1,2,2,1,3,10,KENNEDY (BOULEVARD),,,,900
200700043773,7,7,5,1450,1,2,1,1,6,445,"26, LIEGE DE",,,,640
200700012744,7,3,18,1415,1,1,1,2,1,337,,M,4935700.0,586500.0,540
200700067730,7,11,7,730,1,2,1,1,3,88,"1, STE MARGUERITE (AV.)",,,,60
200700023874,7,4,28,2257,5,2,1,1,6,85,DUMAS (AVENUE GEORGES),,,,870
200700074318,7,11,8,700,5,2,1,1,6,233,Rue du Bourgneuf,M,0.0,0.0,290
200700047017,7,8,19,1445,1,2,1,1,3,157,boulevard gambetta,M,4450800.0,16800.0,470
200700076286,7,8,6,1930,1,1,1,1,4,50,A86,,,,920
200700012527,7,3,14,1430,1,1,1,1,1,30,,M,4600800.0,475800.0,10
200700068494,7,11,19,1730,5,1,1,2,6,53,DELUC (AVENUE HENRI),,,,240
200700039632,7,7,21,830,1,1,1,1,2,97,,M,0.0,0.0,610
200700076444,7,12,27,1050,1,2,2,1,3,4,REIBAUD AV.,,,,60
200700066722,7,10,29,1430,1,2,1,2,6,104,"33, RUE DE RIVOLI",,,,750
200700042895,7,7,18,1910,1,2,1,1,2,32,VOIE DOMITIENNE (AV DE L,,,,340
200700010875,7,2,4,1740,5,2,1,1,5,46,bld du Colonel Fabien,,,,920
200700008580,7,2,15,1840,5,2,1,1,6,63,PRK AUCHAN,,,,330
200700029314,7,5,19,1530,1,2,2,1,6,447,"130, BISCHWILLER (ROUTE",,,,670
200700030782,7,5,29,2230,5,2,2,1,6,25,CHARLES DE GAULLE (BD),,,,920
200700060920,7,10,5,1945,3,2,1,1,3,145,,M,0.0,0.0,680
200700083379,7,8,31,515,3,1,1,1,6,416,,R,0.0,0.0,974
200700083595,7,9,10,1745,1,2,1,1,7,415,rue de Boucan -,R,0.0,0.0,974
200700066219,7,10,19,1850,1,1,1,1,3,18,AUTOROUTE A15,,,,950
200700014828,7,3,23,755,1,2,2,1,6,238,"00, GUEHENNO (JEAN)",,,,350
200700035435,7,6,5,1320,1,2,2,1,7,172,"60, TOULOUSE (AVENUE DE",,,,340
200700026281,7,5,3,45,5,1,1,2,6,348,,M,0.0,0.0,680
200700084480,7,12,26,515,2,1,1,1,1,410,,R,0.0,0.0,974
200700082662,7,5,27,1920,3,2,1,1,6,411,"9, COCOTIERS (ALLEE DES)",,,,974
200700036107,7,6,30,2225,5,2,2,1,3,12,"46, CLEMENCEAU (RUE)",,,,570
